timestamp,sequence,battery,flags,Photodiode-ch1
72817776469,15218,-2,0,106451.6129032258
72817776469,15218,-2,0,12903.2258064516
72817776469,15218,-2,0,6451.6129032258
72817776469,15218,-2,0,3225.8064516129
72817776469,15218,-2,0,3225.8064516129
72817776469,15218,-2,0,3225.8064516129
72817776469,15218,-2,0,3225.8064516129
72817776469,15218,-2,0,3225.8064516129
72817847526,15219,-2,0,109677.4193548387
72817847526,15219,-2,0,12903.2258064516
72817847526,15219,-2,0,9677.4193548387
72817847526,15219,-2,0,6451.6129032258
72817847526,15219,-2,0,3225.8064516129
72817847526,15219,-2,0,3225.8064516129
72817847526,15219,-2,0,3225.8064516129
72817847526,15219,-2,0,3225.8064516129
72817851369,15220,-2,0,109677.4193548387
72817851369,15220,-2,0,12903.2258064516
72817851369,15220,-2,0,9677.4193548387
72817851369,15220,-2,0,3225.8064516129
72817851369,15220,-2,0,3225.8064516129
72817851369,15220,-2,0,3225.8064516129
72817851369,15220,-2,0,3225.8064516129
72817851369,15220,-2,0,3225.8064516129
72817883902,15221,-2,0,109677.4193548387
72817883902,15221,-2,0,12903.2258064516
72817883902,15221,-2,0,6451.6129032258
72817883902,15221,-2,0,3225.8064516129
72817883902,15221,-2,0,3225.8064516129
72817883902,15221,-2,0,3225.8064516129
72817883902,15221,-2,0,3225.8064516129
72817883902,15221,-2,0,3225.8064516129
72817900225,15222,-2,0,109677.4193548387
72817900225,15222,-2,0,12903.2258064516
72817900225,15222,-2,0,9677.4193548387
72817900225,15222,-2,0,6451.6129032258
72817900225,15222,-2,0,3225.8064516129
72817900225,15222,-2,0,3225.8064516129
72817900225,15222,-2,0,3225.8064516129
72817900225,15222,-2,0,3225.8064516129
72817931517,15223,-2,0,109677.4193548387
72817931517,15223,-2,0,12903.2258064516
72817931517,15223,-2,0,9677.4193548387
72817931517,15223,-2,0,6451.6129032258
72817931517,15223,-2,0,3225.8064516129
72817931517,15223,-2,0,3225.8064516129
72817931517,15223,-2,0,3225.8064516129
72817931517,15223,-2,0,3225.8064516129
72817960809,15224,-2,0,109677.4193548387
72817960809,15224,-2,0,12903.2258064516
72817960809,15224,-2,0,9677.4193548387
72817960809,15224,-2,0,6451.6129032258
