timestamp,sequence,battery,flags,D in-ch1
688054006246,24220,-2,0,0.0000000000
688054006246,24220,-2,0,0.0000000000
688054006246,24220,-2,0,0.0000000000
688054006246,24220,-2,0,0.0000000000
688054006246,24220,-2,0,0.0000000000
688054006246,24220,-2,0,0.0000000000
688054006246,24220,-2,0,0.0000000000
688054006246,24220,-2,0,0.0000000000
688054029997,24221,-2,0,0.0000000000
688054029997,24221,-2,0,0.0000000000
688054029997,24221,-2,0,0.0000000000
688054029997,24221,-2,0,0.0000000000
688054029997,24221,-2,0,0.0000000000
688054029997,24221,-2,0,0.0000000000
688054029997,24221,-2,0,0.0000000000
688054029997,24221,-2,0,0.0000000000
688054053752,24222,-2,0,0.0000000000
688054053752,24222,-2,0,0.0000000000
688054053752,24222,-2,0,0.0000000000
688054053752,24222,-2,0,0.0000000000
688054053752,24222,-2,0,0.0000000000
688054053752,24222,-2,0,0.0000000000
688054053752,24222,-2,0,0.0000000000
688054053752,24222,-2,0,0.0000000000
688054100009,24223,-2,0,0.0000000000
688054100009,24223,-2,0,0.0000000000
688054100009,24223,-2,0,0.0000000000
688054100009,24223,-2,0,0.0000000000
688054100009,24223,-2,0,0.0000000000
688054100009,24223,-2,0,0.0000000000
688054100009,24223,-2,0,0.0000000000
688054100009,24223,-2,0,0.0000000000
688054123512,24224,-2,0,0.0000000000
688054123512,24224,-2,0,0.0000000000
688054123512,24224,-2,0,0.0000000000
688054123512,24224,-2,0,0.0000000000
688054123512,24224,-2,0,0.0000000000
688054123512,24224,-2,0,0.0000000000
688054123512,24224,-2,0,0.0000000000
688054123512,24224,-2,0,0.0000000000
688054149144,24225,-2,0,0.0000000000
688054149144,24225,-2,0,0.0000000000
688054149144,24225,-2,0,0.0000000000
688054149144,24225,-2,0,0.0000000000
688054149144,24225,-2,0,0.0000000000
688054149144,24225,-2,0,0.0000000000
688054149144,24225,-2,0,0.0000000000
688054149144,24225,-2,0,0.0000000000
688054196984,24226,-2,0,0.0000000000
688054196984,24226,-2,0,0.0000000000
688054196984,24226,-2,0,0.0000000000
688054196984,24226,-2,0,0.0000000000
688054196984,24226,-2,0,0.0000000000
688054196984,24226,-2,0,0.0000000000
688054196984,24226,-2,0,0.0000000000
688054196984,24226,-2,0,0.0000000000
688054219011,24227,-2,0,0.0000000000
688054219011,24227,-2,0,0.0000000000
688054219011,24227,-2,0,0.0000000000
688054219011,24227,-2,0,0.0000000000
688054219011,24227,-2,0,0.0000000000
688054219011,24227,-2,0,0.0000000000
688054219011,24227,-2,0,0.0000000000
688054219011,24227,-2,0,0.0000000000
688054250225,24228,-2,0,0.0000000000
688054250225,24228,-2,0,0.0000000000
688054250225,24228,-2,0,0.0000000000
688054250225,24228,-2,0,0.0000000000
688054250225,24228,-2,0,0.0000000000
688054250225,24228,-2,0,0.0000000000
688054250225,24228,-2,0,0.0000000000
688054250225,24228,-2,0,0.0000000000
688054276229,24229,-2,0,0.0000000000
688054276229,24229,-2,0,0.0000000000
688054276229,24229,-2,0,0.0000000000
688054276229,24229,-2,0,0.0000000000
688054276229,24229,-2,0,0.0000000000
688054276229,24229,-2,0,0.0000000000
688054276229,24229,-2,0,0.0000000000
688054276229,24229,-2,0,0.0000000000
688054327371,24230,-2,0,0.0000000000
688054327371,24230,-2,0,0.0000000000
688054327371,24230,-2,0,0.0000000000
688054327371,24230,-2,0,0.0000000000
688054327371,24230,-2,0,0.0000000000
688054327371,24230,-2,0,0.0000000000
688054327371,24230,-2,0,0.0000000000
688054327371,24230,-2,0,0.0000000000
688054348646,24231,-2,0,0.0000000000
688054348646,24231,-2,0,0.0000000000
688054348646,24231,-2,0,0.0000000000
688054348646,24231,-2,0,0.0000000000
688054348646,24231,-2,0,0.0000000000
688054348646,24231,-2,0,0.0000000000
688054348646,24231,-2,0,0.0000000000
688054348646,24231,-2,0,0.0000000000
688054367725,24232,-2,0,0.0000000000
688054367725,24232,-2,0,0.0000000000
688054367725,24232,-2,0,0.0000000000
688054367725,24232,-2,0,0.0000000000
688054367725,24232,-2,0,0.0000000000
688054367725,24232,-2,0,0.0000000000
688054367725,24232,-2,0,0.0000000000
688054367725,24232,-2,0,0.0000000000
688054405242,24233,-2,0,0.0000000000
688054405242,24233,-2,0,0.0000000000
688054405242,24233,-2,0,0.0000000000
688054405242,24233,-2,0,0.0000000000
688054405242,24233,-2,0,0.0000000000
688054405242,24233,-2,0,0.0000000000
688054405242,24233,-2,0,0.0000000000
688054405242,24233,-2,0,0.0000000000
688054451442,24234,-2,0,0.0000000000
688054451442,24234,-2,0,0.0000000000
688054451442,24234,-2,0,0.0000000000
688054451442,24234,-2,0,0.0000000000
688054451442,24234,-2,0,0.0000000000
688054451442,24234,-2,0,0.0000000000
688054451442,24234,-2,0,0.0000000000
688054451442,24234,-2,0,0.0000000000
688054460057,24235,-2,0,0.0000000000
688054460057,24235,-2,0,0.0000000000
688054460057,24235,-2,0,0.0000000000
688054460057,24235,-2,0,0.0000000000
688054460057,24235,-2,0,0.0000000000
688054460057,24235,-2,0,0.0000000000
688054460057,24235,-2,0,0.0000000000
688054460057,24235,-2,0,0.0000000000
688054498695,24236,-2,0,0.0000000000
688054498695,24236,-2,0,0.0000000000
688054498695,24236,-2,0,0.0000000000
688054498695,24236,-2,0,0.0000000000
688054498695,24236,-2,0,0.0000000000
688054498695,24236,-2,0,0.0000000000
688054498695,24236,-2,0,0.0000000000
688054498695,24236,-2,0,0.0000000000
688054553252,24237,-2,0,0.0000000000
688054553252,24237,-2,0,0.0000000000
688054553252,24237,-2,0,0.0000000000
688054553252,24237,-2,0,0.0000000000
688054553252,24237,-2,0,0.0000000000
688054553252,24237,-2,0,0.0000000000
688054553252,24237,-2,0,0.0000000000
688054553252,24237,-2,0,0.0000000000
688054561476,24238,-2,0,0.0000000000
