CONTRATO;Fecha_FI
CTO_TO_035492;1q/2017
CTO_TO_023656;1q/2017
CTO_TO_026244;1q/2017
CTO_TO_027667;2q/2017
CTO_TO_003573;2q/2017
CTO_TO_027599;2q/2017
CTO_TO_027600;2q/2017
CTO_TO_006570;2q/2017
CTO_TO_011254;2q/2017
CTO_TO_027567;3q/2017
CTO_TO_027452;3q/2017
CTO_TO_016036;3q/2017
CTO_TO_009778;3q/2017
CTO_TO_023655;3q/2017
CTO_TO_052255;3q/2017
CTO_TO_035607;3q/2017
CTO_TO_012700;3q/2017
CTO_TO_008380;3q/2017
CTO_TO_034952;3q/2017
CTO_TO_028298;3q/2017
CTO_TO_027662;4q/2017
CTO_TO_035592;1q/2018
CTO_TO_029228;1q/2018
CTO_TO_027644;1q/2018
CTO_TO_035608;1q/2018
CTO_TO_027523;1q/2018
CTO_TO_019809;1q/2018
CTO_TO_057968;2q/2018
CTO_TO_027523;3q/2018
CTO_TO_027716;3q/2018
CTO_TO_035569;3q/2018
CTO_TO_027510;1q/2019
CTO_TO_027461;1q/2019
CTO_TO_019809;1q/2019
CTO_TO_005768;1q/2019
CTO_TO_034963;2q/2019
CTO_TO_035565;2q/2019
CTO_TO_027427;2q/2019
CTO_TO_034948;2q/2019
CTO_TO_027532;2q/2019
CTO_TO_023658;3q/2019
CTO_TO_006566;3q/2019
CTO_TO_053628;3q/2019
CTO_TO_020737;3q/2019
CTO_TO_034918;3q/2019
CTO_TO_034948;3q/2019
CTO_TO_010439;1q/2012
CTO_TO_010439;2q/2012
CTO_TO_010719;4q/2015
CTO_TO_010536;1q/2016
CTO_TO_057914;1q/2017
CTO_TO_010829;1q/2017
CTO_TO_010780;3q/2017
CTO_TO_010500;2q/2018
CTO_TO_010789;3q/2018
CTO_TO_011087;1q/2019
CTO_TO_010391;3q/2019
CTO_TO_010516;1q/2011
CTO_TO_042503;1q/2011
CTO_TO_042562;2q/2011
CTO_TO_042392;1q/2017
CTO_TO_042328;2q/2017
CTO_TO_042461;3q/2017
CTO_TO_022519;2q/2018
CTO_TO_042361;2q/2018
CTO_TO_022428;3q/2018
CTO_TO_010518;1q/2019
CTO_TO_022519;1q/2019
CTO_TO_037685;3q/2011
CTO_TO_037692;4q/2014
CTO_TO_058187;2q/2017
CTO_TO_058011;3q/2017
CTO_TO_058144;3q/2017
CTO_TO_037459;3q/2017
CTO_TO_048877;3q/2014
CTO_TO_022711;2q/2015
CTO_TO_048957;4q/2018
CTO_TO_022904;2q/2011
CTO_TO_049437;4q/2011
CTO_TO_049229;1q/2015
CTO_TO_049476;3q/2015
CTO_TO_049290;1q/2016
CTO_TO_049290;2q/2016
CTO_TO_049267;2q/2017
CTO_TO_022755;2q/2017
CTO_TO_049229;2q/2017
CTO_TO_049447;2q/2019
CTO_TO_015526;4q/2011
CTO_TO_049164;1q/2012
CTO_TO_015526;1q/2012
CTO_TO_023046;3q/2014
CTO_TO_023095;2q/2019
CTO_TO_018055;3q/2011
CTO_TO_018325;1q/2012
CTO_TO_058964;2q/2012
CTO_TO_042996;3q/2012
CTO_TO_024819;3q/2012
CTO_TO_042977;3q/2013
CTO_TO_024730;4q/2014
CTO_TO_044403;4q/2014
CTO_TO_042776;1q/2015
CTO_TO_044403;1q/2015
CTO_TO_025565;1q/2015
CTO_TO_026456;1q/2016
CTO_TO_007280;2q/2016
CTO_TO_044372;2q/2016
CTO_TO_048626;3q/2016
CTO_TO_026459;3q/2017
CTO_TO_018145;4q/2017
CTO_TO_018145;1q/2018
CTO_TO_058916;2q/2018
CTO_TO_044361;2q/2018
CTO_TO_024792;3q/2018
CTO_TO_043042;4q/2018
CTO_TO_048578;2q/2019
CTO_TO_029537;3q/2013
CTO_TO_018402;4q/2013
CTO_TO_029346;1q/2014
CTO_TO_025360;4q/2015
CTO_TO_018414;1q/2016
CTO_TO_053332;2q/2016
CTO_TO_018264;2q/2016
CTO_TO_018387;4q/2016
CTO_TO_029526;2q/2017
CTO_TO_029410;1q/2018
CTO_TO_029282;1q/2018
CTO_TO_020757;2q/2018
CTO_TO_051258;1q/2019
CTO_TO_018787;2q/2014
CTO_TO_024140;4q/2014
CTO_TO_056204;1q/2015
CTO_TO_018658;1q/2015
CTO_TO_056047;4q/2015
CTO_TO_018680;3q/2016
CTO_TO_055923;4q/2016
CTO_TO_024249;4q/2016
CTO_TO_055938;2q/2017
CTO_TO_024153;2q/2017
CTO_TO_024243;2q/2017
CTO_TO_024291;3q/2017
CTO_TO_055941;3q/2017
CTO_TO_025409;3q/2017
CTO_TO_024243;3q/2018
CTO_TO_056106;3q/2019
CTO_TO_056072;3q/2019
CTO_TO_024074;4q/2019
CTO_TO_032023;2q/2011
CTO_TO_032061;2q/2011
CTO_TO_031939;2q/2011
CTO_TO_031997;3q/2011
CTO_TO_035926;4q/2011
CTO_TO_035949;4q/2011
CTO_TO_035854;1q/2012
CTO_TO_035926;1q/2012
CTO_TO_035875;3q/2012
CTO_TO_035835;1q/2014
CTO_TO_035870;4q/2014
CTO_TO_035927;3q/2015
CTO_TO_035861;3q/2015
CTO_TO_032035;3q/2015
CTO_TO_059042;4q/2015
CTO_TO_035838;4q/2015
CTO_TO_035835;2q/2016
CTO_TO_032192;2q/2016
CTO_TO_016200;3q/2016
CTO_TO_032100;3q/2016
CTO_TO_031907;3q/2016
CTO_TO_035899;3q/2016
CTO_TO_032287;3q/2016
CTO_TO_032287;4q/2016
CTO_TO_036063;1q/2017
CTO_TO_036012;1q/2017
CTO_TO_032089;3q/2017
CTO_TO_035835;3q/2017
CTO_TO_020682;3q/2017
CTO_TO_036062;2q/2018
CTO_TO_035942;2q/2018
CTO_TO_031934;3q/2018
CTO_TO_031918;3q/2018
CTO_TO_032122;3q/2019
CTO_TO_036023;3q/2019
CTO_TO_007106;4q/2019
CTO_TO_036123;4q/2019
CTO_TO_036023;4q/2019
CTO_TO_008746;2q/2011
CTO_TO_016093;3q/2011
CTO_TO_008766;1q/2012
CTO_TO_008766;2q/2012
CTO_TO_021047;3q/2012
CTO_TO_016115;4q/2013
CTO_TO_016117;4q/2013
CTO_TO_021217;4q/2013
CTO_TO_019084;4q/2014
CTO_TO_058928;4q/2014
CTO_TO_008778;2q/2015
CTO_TO_015608;2q/2015
CTO_TO_016408;1q/2016
CTO_TO_019024;1q/2016
CTO_TO_021285;3q/2016
CTO_TO_016415;4q/2016
CTO_TO_020898;3q/2017
CTO_TO_019066;4q/2017
CTO_TO_018972;2q/2018
CTO_TO_019084;2q/2018
CTO_TO_019045;2q/2018
CTO_TO_016352;3q/2018
CTO_TO_018972;3q/2019
CTO_TO_016415;3q/2019
CTO_TO_016341;3q/2019
CTO_TO_038725;3q/2011
CTO_TO_030539;4q/2011
CTO_TO_030418;1q/2012
CTO_TO_044666;2q/2012
CTO_TO_008634;3q/2012
CTO_TO_030634;3q/2012
CTO_TO_038762;4q/2016
CTO_TO_008634;1q/2017
CTO_TO_030432;2q/2017
CTO_TO_008684;2q/2017
CTO_TO_038608;2q/2017
CTO_TO_030546;1q/2018
CTO_TO_038656;1q/2018
CTO_TO_030372;2q/2018
CTO_TO_030546;3q/2018
CTO_TO_030462;1q/2019
CTO_TO_044695;4q/2019
CTO_TO_012657;1q/2011
CTO_TO_012408;1q/2011
CTO_TO_012657;2q/2011
CTO_TO_034848;2q/2011
CTO_TO_058736;3q/2011
CTO_TO_016650;3q/2011
CTO_TO_034775;4q/2011
CTO_TO_012673;1q/2012
CTO_TO_012397;1q/2012
CTO_TO_012323;3q/2012
CTO_TO_034852;3q/2012
CTO_TO_012349;2q/2013
CTO_TO_034793;4q/2013
CTO_TO_016664;1q/2014
CTO_TO_034862;1q/2014
CTO_TO_016628;3q/2014
CTO_TO_034852;3q/2014
CTO_TO_012354;3q/2014
CTO_TO_034847;4q/2014
CTO_TO_012340;4q/2014
CTO_TO_016614;4q/2014
CTO_TO_034868;4q/2014
CTO_TO_012340;1q/2015
CTO_TO_012323;1q/2015
CTO_TO_012397;1q/2015
CTO_TO_012427;1q/2015
CTO_TO_034800;1q/2015
CTO_TO_012402;2q/2015
CTO_TO_016688;2q/2015
CTO_TO_016621;2q/2015
CTO_TO_016654;2q/2015
CTO_TO_016618;2q/2015
CTO_TO_012402;3q/2015
CTO_TO_016637;3q/2015
CTO_TO_034804;3q/2015
CTO_TO_016616;3q/2015
CTO_TO_012320;3q/2015
CTO_TO_012402;4q/2015
CTO_TO_016616;4q/2015
CTO_TO_014120;4q/2015
CTO_TO_034777;4q/2015
CTO_TO_007792;1q/2016
CTO_TO_034820;1q/2016
CTO_TO_012418;1q/2016
CTO_TO_016657;3q/2016
CTO_TO_016619;3q/2016
CTO_TO_012428;3q/2016
CTO_TO_034764;4q/2016
CTO_TO_012430;4q/2016
CTO_TO_034792;4q/2016
CTO_TO_034771;4q/2016
CTO_TO_016668;4q/2016
CTO_TO_034830;4q/2016
CTO_TO_034764;1q/2017
CTO_TO_012322;1q/2017
CTO_TO_012329;1q/2017
CTO_TO_016639;1q/2017
CTO_TO_034754;1q/2017
CTO_TO_034788;2q/2017
CTO_TO_014103;2q/2017
CTO_TO_016637;2q/2017
CTO_TO_012348;2q/2017
CTO_TO_016645;3q/2017
CTO_TO_034838;3q/2017
CTO_TO_034815;3q/2017
CTO_TO_016668;3q/2017
CTO_TO_034797;3q/2017
CTO_TO_012405;3q/2017
CTO_TO_007796;3q/2017
CTO_TO_034793;4q/2017
CTO_TO_016645;2q/2018
CTO_TO_012313;2q/2018
CTO_TO_016689;3q/2018
CTO_TO_012343;3q/2018
CTO_TO_012407;3q/2018
CTO_TO_012396;3q/2018
CTO_TO_012364;3q/2018
CTO_TO_034810;3q/2018
CTO_TO_012336;1q/2019
CTO_TO_007792;2q/2019
CTO_TO_012668;2q/2019
CTO_TO_034756;2q/2019
CTO_TO_034757;2q/2019
CTO_TO_016643;2q/2019
CTO_TO_012346;2q/2019
CTO_TO_012365;2q/2019
CTO_TO_016645;3q/2019
CTO_TO_016688;3q/2019
CTO_TO_016678;3q/2019
CTO_TO_012326;3q/2019
CTO_TO_034868;3q/2019
CTO_TO_012658;4q/2019
CTO_TO_034819;4q/2019
CTO_TO_012326;4q/2019
CTO_TO_021698;1q/2011
CTO_TO_007328;1q/2011
CTO_TO_026211;2q/2011
CTO_TO_026209;2q/2011
CTO_TO_014970;2q/2011
CTO_TO_021694;2q/2011
CTO_TO_013301;2q/2011
CTO_TO_013296;2q/2011
CTO_TO_021739;2q/2011
CTO_TO_012588;2q/2011
CTO_TO_026222;3q/2011
CTO_TO_004325;4q/2011
CTO_TO_012642;1q/2012
CTO_TO_042712;2q/2012
CTO_TO_028871;3q/2012
CTO_TO_004332;3q/2012
CTO_TO_021764;3q/2012
CTO_TO_015032;4q/2013
CTO_TO_021739;1q/2014
CTO_TO_021718;3q/2014
CTO_TO_042717;3q/2014
CTO_TO_016595;3q/2014
CTO_TO_004331;3q/2014
CTO_TO_021718;4q/2014
CTO_TO_021717;4q/2014
CTO_TO_042717;4q/2014
CTO_TO_014991;4q/2014
CTO_TO_012610;4q/2014
CTO_TO_009111;4q/2014
CTO_TO_014965;1q/2015
CTO_TO_021781;1q/2015
CTO_TO_014941;1q/2015
CTO_TO_021685;1q/2015
CTO_TO_021698;2q/2015
CTO_TO_013328;2q/2015
CTO_TO_026224;2q/2015
CTO_TO_015028;2q/2015
CTO_TO_004692;3q/2015
CTO_TO_021771;4q/2015
CTO_TO_021696;4q/2015
CTO_TO_030206;1q/2016
CTO_TO_021735;1q/2016
CTO_TO_014930;1q/2016
CTO_TO_026224;1q/2016
CTO_TO_021688;1q/2016
CTO_TO_021666;1q/2016
CTO_TO_014965;2q/2016
CTO_TO_026215;2q/2016
CTO_TO_004322;2q/2016
CTO_TO_012606;2q/2016
CTO_TO_014950;2q/2016
CTO_TO_013298;2q/2016
CTO_TO_026157;2q/2016
CTO_TO_015003;3q/2016
CTO_TO_035718;3q/2016
CTO_TO_012587;3q/2016
CTO_TO_014998;3q/2016
CTO_TO_021775;3q/2016
CTO_TO_021678;3q/2016
CTO_TO_015029;3q/2016
CTO_TO_035738;3q/2016
CTO_TO_004328;4q/2016
CTO_TO_026143;4q/2016
CTO_TO_015045;4q/2016
CTO_TO_021733;1q/2017
CTO_TO_012381;2q/2017
CTO_TO_007323;2q/2017
CTO_TO_013298;2q/2017
CTO_TO_030209;2q/2017
CTO_TO_012376;2q/2017
CTO_TO_021716;2q/2017
CTO_TO_042711;3q/2017
CTO_TO_007323;3q/2017
CTO_TO_013298;3q/2017
CTO_TO_021714;4q/2017
CTO_TO_014963;4q/2017
CTO_TO_012587;1q/2018
CTO_TO_015024;1q/2018
CTO_TO_012379;4q/2018
CTO_TO_012584;1q/2019
CTO_TO_015001;1q/2019
CTO_TO_021758;2q/2019
CTO_TO_035730;2q/2019
CTO_TO_021723;2q/2019
CTO_TO_035126;3q/2019
CTO_TO_026221;3q/2019
CTO_TO_004319;3q/2019
CTO_TO_021698;4q/2019
CTO_TO_013328;4q/2019
CTO_TO_030211;4q/2019
CTO_TO_020096;2q/2011
CTO_TO_020418;2q/2011
CTO_TO_020082;2q/2011
CTO_TO_020091;2q/2011
CTO_TO_020469;2q/2011
CTO_TO_007079;2q/2011
CTO_TO_000034;2q/2011
CTO_TO_054595;2q/2011
CTO_TO_055229;3q/2011
CTO_TO_024449;4q/2011
CTO_TO_025333;4q/2011
CTO_TO_020089;4q/2011
CTO_TO_055232;4q/2011
CTO_TO_025333;1q/2012
CTO_TO_028878;1q/2012
CTO_TO_050482;1q/2012
CTO_TO_020077;1q/2012
CTO_TO_015300;2q/2012
CTO_TO_020475;2q/2012
CTO_TO_024418;2q/2012
CTO_TO_050490;2q/2012
CTO_TO_020469;2q/2012
CTO_TO_054688;2q/2012
CTO_TO_020070;4q/2012
CTO_TO_025336;1q/2014
CTO_TO_027853;1q/2014
CTO_TO_055199;1q/2014
CTO_TO_054572;3q/2014
CTO_TO_050471;3q/2014
CTO_TO_050511;4q/2014
CTO_TO_027851;4q/2014
CTO_TO_000036;4q/2014
CTO_TO_054595;4q/2014
CTO_TO_040054;4q/2014
CTO_TO_013348;4q/2014
CTO_TO_050476;1q/2015
CTO_TO_020404;1q/2015
CTO_TO_050448;1q/2015
CTO_TO_013352;1q/2015
CTO_TO_055176;1q/2015
CTO_TO_055200;1q/2015
CTO_TO_025333;2q/2015
CTO_TO_054584;2q/2015
CTO_TO_055200;2q/2015
CTO_TO_000047;2q/2015
CTO_TO_015297;2q/2015
CTO_TO_020463;3q/2015
CTO_TO_015322;3q/2015
CTO_TO_050467;3q/2015
CTO_TO_020070;3q/2015
CTO_TO_000047;3q/2015
CTO_TO_020416;3q/2015
CTO_TO_050467;4q/2015
CTO_TO_055200;4q/2015
CTO_TO_020458;4q/2015
CTO_TO_025327;4q/2015
CTO_TO_040049;4q/2015
CTO_TO_027846;1q/2016
CTO_TO_024846;1q/2016
CTO_TO_050457;3q/2016
CTO_TO_015744;3q/2016
CTO_TO_040067;3q/2016
CTO_TO_025341;3q/2016
CTO_TO_055220;3q/2016
CTO_TO_020416;3q/2016
CTO_TO_015744;4q/2016
CTO_TO_057867;4q/2016
CTO_TO_046658;4q/2016
CTO_TO_020456;4q/2016
CTO_TO_040049;4q/2016
CTO_TO_050440;4q/2016
CTO_TO_020416;4q/2016
CTO_TO_027846;1q/2017
CTO_TO_057867;1q/2017
CTO_TO_020370;1q/2017
CTO_TO_028879;1q/2017
CTO_TO_015744;2q/2017
CTO_TO_050484;2q/2017
CTO_TO_057873;2q/2017
CTO_TO_024428;2q/2017
CTO_TO_057868;3q/2017
CTO_TO_020389;3q/2017
CTO_TO_057869;3q/2017
CTO_TO_050482;3q/2017
CTO_TO_000045;3q/2017
CTO_TO_027860;3q/2017
CTO_TO_020465;3q/2017
CTO_TO_024861;4q/2017
CTO_TO_050501;4q/2017
CTO_TO_020382;4q/2017
CTO_TO_020416;4q/2017
CTO_TO_020463;2q/2018
CTO_TO_057867;3q/2018
CTO_TO_024603;3q/2018
CTO_TO_055191;3q/2018
CTO_TO_024424;4q/2018
CTO_TO_020085;4q/2018
CTO_TO_020083;4q/2018
CTO_TO_015744;4q/2018
CTO_TO_020070;4q/2018
CTO_TO_050440;4q/2018
CTO_TO_024604;3q/2019
CTO_TO_050448;3q/2019
CTO_TO_015747;3q/2019
CTO_TO_000053;3q/2019
CTO_TO_054585;3q/2019
CTO_TO_024433;4q/2019
CTO_TO_015744;4q/2019
CTO_TO_020463;4q/2019
CTO_TO_050493;4q/2019
CTO_TO_054589;4q/2019
CTO_TO_000153;4q/2019
CTO_TO_000045;4q/2019
CTO_TO_054686;4q/2019
CTO_TO_042642;2q/2011
CTO_TO_029703;2q/2011
CTO_TO_042597;2q/2011
CTO_TO_006476;3q/2011
CTO_TO_042603;4q/2011
CTO_TO_013979;4q/2011
CTO_TO_028136;4q/2011
CTO_TO_042809;4q/2011
CTO_TO_004234;4q/2011
CTO_TO_045376;4q/2011
CTO_TO_004635;4q/2011
CTO_TO_042635;4q/2011
CTO_TO_031844;1q/2012
CTO_TO_028151;1q/2012
CTO_TO_003959;1q/2012
CTO_TO_031299;1q/2012
CTO_TO_006469;2q/2012
CTO_TO_013985;1q/2013
CTO_TO_013997;1q/2013
CTO_TO_004626;2q/2014
CTO_TO_056549;3q/2014
CTO_TO_004215;4q/2014
CTO_TO_042703;4q/2014
CTO_TO_004209;4q/2014
CTO_TO_045364;4q/2014
CTO_TO_042809;4q/2014
CTO_TO_003959;4q/2014
CTO_TO_019203;4q/2014
CTO_TO_004232;4q/2014
CTO_TO_028135;4q/2014
CTO_TO_019214;4q/2014
CTO_TO_015262;4q/2014
CTO_TO_015242;1q/2015
CTO_TO_004299;2q/2015
CTO_TO_007774;2q/2015
CTO_TO_004208;2q/2015
CTO_TO_045375;2q/2015
CTO_TO_042641;2q/2015
CTO_TO_042601;3q/2015
CTO_TO_013992;3q/2015
CTO_TO_042606;3q/2015
CTO_TO_013999;4q/2015
CTO_TO_006474;1q/2016
CTO_TO_031313;1q/2016
CTO_TO_029703;1q/2016
CTO_TO_004639;1q/2016
CTO_TO_004224;2q/2016
CTO_TO_019206;2q/2016
CTO_TO_004272;3q/2016
CTO_TO_045364;3q/2016
CTO_TO_004227;3q/2016
CTO_TO_004602;3q/2016
CTO_TO_031856;3q/2016
CTO_TO_042701;1q/2017
CTO_TO_015257;1q/2017
CTO_TO_028154;1q/2017
CTO_TO_019203;1q/2017
CTO_TO_003953;1q/2017
CTO_TO_003952;1q/2017
CTO_TO_004224;3q/2017
CTO_TO_003944;3q/2017
CTO_TO_028132;3q/2017
CTO_TO_045376;3q/2017
CTO_TO_007783;3q/2017
CTO_TO_054668;3q/2017
CTO_TO_015253;3q/2017
CTO_TO_026370;4q/2017
CTO_TO_042811;4q/2017
CTO_TO_031844;4q/2017
CTO_TO_015213;4q/2017
CTO_TO_054654;4q/2017
CTO_TO_004212;4q/2017
CTO_TO_042565;4q/2017
CTO_TO_019200;4q/2017
CTO_TO_042606;4q/2017
CTO_TO_028156;4q/2017
CTO_TO_007779;4q/2017
CTO_TO_015262;4q/2017
CTO_TO_004217;4q/2017
CTO_TO_004637;1q/2018
CTO_TO_019214;1q/2018
CTO_TO_026370;2q/2018
CTO_TO_019205;2q/2018
CTO_TO_028159;2q/2018
CTO_TO_031851;3q/2018
CTO_TO_019187;3q/2018
CTO_TO_037840;3q/2018
CTO_TO_013265;3q/2018
CTO_TO_042803;3q/2018
CTO_TO_007785;3q/2018
CTO_TO_038825;4q/2018
CTO_TO_042603;4q/2018
CTO_TO_015263;4q/2018
CTO_TO_015235;4q/2018
CTO_TO_014002;4q/2018
CTO_TO_029702;4q/2018
CTO_TO_038810;4q/2018
CTO_TO_003971;4q/2018
CTO_TO_054660;4q/2018
CTO_TO_054696;4q/2018
CTO_TO_004635;4q/2018
CTO_TO_028150;4q/2018
CTO_TO_004210;4q/2018
CTO_TO_045363;4q/2018
CTO_TO_015262;1q/2019
CTO_TO_004581;2q/2019
CTO_TO_015240;2q/2019
CTO_TO_013257;2q/2019
CTO_TO_045363;2q/2019
CTO_TO_006474;3q/2019
CTO_TO_015257;3q/2019
CTO_TO_004591;3q/2019
CTO_TO_019205;3q/2019
CTO_TO_028150;3q/2019
CTO_TO_042804;4q/2019
CTO_TO_015263;4q/2019
CTO_TO_015230;4q/2019
CTO_TO_004212;4q/2019
CTO_TO_015231;4q/2019
CTO_TO_013255;4q/2019
CTO_TO_004257;4q/2019
CTO_TO_003952;4q/2019
CTO_TO_012311;4q/2019
CTO_TO_042607;4q/2019
CTO_TO_003839;2q/2011
CTO_TO_054978;2q/2011
CTO_TO_038944;2q/2011
CTO_TO_053431;3q/2011
CTO_TO_047492;3q/2011
CTO_TO_053413;3q/2011
CTO_TO_030239;3q/2011
CTO_TO_053422;3q/2011
CTO_TO_024466;4q/2011
CTO_TO_047489;4q/2011
CTO_TO_047484;4q/2011
CTO_TO_053424;4q/2011
CTO_TO_003879;1q/2012
CTO_TO_054980;1q/2012
CTO_TO_024912;1q/2012
CTO_TO_053462;1q/2012
CTO_TO_003838;2q/2012
CTO_TO_030246;2q/2012
CTO_TO_024582;3q/2014
CTO_TO_053431;4q/2014
CTO_TO_003851;4q/2014
CTO_TO_047478;4q/2014
CTO_TO_038957;4q/2014
CTO_TO_053419;4q/2014
CTO_TO_024566;1q/2015
CTO_TO_037002;1q/2015
CTO_TO_030219;1q/2015
CTO_TO_024542;1q/2015
CTO_TO_024553;2q/2015
CTO_TO_053419;2q/2015
CTO_TO_003882;3q/2015
CTO_TO_038967;3q/2015
CTO_TO_054979;3q/2015
CTO_TO_003867;3q/2015
CTO_TO_020036;4q/2015
CTO_TO_028162;4q/2015
CTO_TO_038928;4q/2015
CTO_TO_038938;4q/2015
CTO_TO_003875;4q/2015
CTO_TO_054982;4q/2015
CTO_TO_054979;4q/2015
CTO_TO_053426;1q/2016
CTO_TO_055144;1q/2016
CTO_TO_053432;1q/2016
CTO_TO_049908;2q/2016
CTO_TO_053440;2q/2016
CTO_TO_058993;3q/2016
CTO_TO_030233;3q/2016
CTO_TO_030237;3q/2016
CTO_TO_003859;3q/2016
CTO_TO_003867;3q/2016
CTO_TO_024572;1q/2017
CTO_TO_003855;1q/2017
CTO_TO_038965;1q/2017
CTO_TO_038967;1q/2017
CTO_TO_038963;1q/2017
CTO_TO_055138;2q/2017
CTO_TO_038957;2q/2017
CTO_TO_024510;2q/2017
CTO_TO_047478;3q/2017
CTO_TO_024908;3q/2017
CTO_TO_058993;4q/2017
CTO_TO_033898;4q/2017
CTO_TO_038934;4q/2017
CTO_TO_049899;4q/2017
CTO_TO_038967;4q/2017
CTO_TO_053459;4q/2017
CTO_TO_054561;4q/2017
CTO_TO_024468;4q/2017
CTO_TO_053417;2q/2018
CTO_TO_028163;2q/2018
CTO_TO_024483;2q/2018
CTO_TO_038944;2q/2018
CTO_TO_049910;2q/2018
CTO_TO_024527;3q/2018
CTO_TO_053457;3q/2018
CTO_TO_054982;3q/2018
CTO_TO_003873;4q/2018
CTO_TO_024573;4q/2018
CTO_TO_053440;4q/2018
CTO_TO_030239;4q/2018
CTO_TO_018019;4q/2018
CTO_TO_047479;4q/2018
CTO_TO_024907;4q/2018
CTO_TO_038963;4q/2018
CTO_TO_054558;4q/2018
CTO_TO_054989;1q/2019
CTO_TO_024466;2q/2019
CTO_TO_024582;2q/2019
CTO_TO_024532;2q/2019
CTO_TO_030246;2q/2019
CTO_TO_030230;2q/2019
CTO_TO_030239;3q/2019
CTO_TO_024534;3q/2019
CTO_TO_003859;3q/2019
CTO_TO_038954;3q/2019
CTO_TO_038955;3q/2019
CTO_TO_024589;3q/2019
CTO_TO_054993;3q/2019
CTO_TO_058993;4q/2019
CTO_TO_024453;4q/2019
CTO_TO_030232;4q/2019
CTO_TO_003864;4q/2019
CTO_TO_024562;4q/2019
CTO_TO_037009;4q/2019
CTO_TO_038944;4q/2019
CTO_TO_038957;4q/2019
CTO_TO_024510;4q/2019
CTO_TO_038954;4q/2019
CTO_TO_054979;4q/2019
CTO_TO_054976;4q/2019
CTO_TO_054993;4q/2019
CTO_TO_059099;2q/2011
CTO_TO_020029;2q/2011
CTO_TO_042821;2q/2011
CTO_TO_019235;2q/2011
CTO_TO_003513;2q/2011
CTO_TO_000070;2q/2011
CTO_TO_011916;2q/2011
CTO_TO_008978;2q/2011
CTO_TO_052183;3q/2011
CTO_TO_008993;3q/2011
CTO_TO_006552;3q/2011
CTO_TO_011917;4q/2011
CTO_TO_000061;4q/2011
CTO_TO_059099;1q/2012
CTO_TO_003411;1q/2012
CTO_TO_013138;1q/2012
CTO_TO_013139;1q/2012
CTO_TO_059096;1q/2012
CTO_TO_006505;2q/2012
CTO_TO_036360;2q/2012
CTO_TO_000075;2q/2012
CTO_TO_018011;1q/2013
CTO_TO_030289;4q/2013
CTO_TO_036380;4q/2013
CTO_TO_019239;1q/2014
CTO_TO_035823;1q/2014
CTO_TO_013134;1q/2014
CTO_TO_037020;4q/2014
CTO_TO_011928;4q/2014
CTO_TO_012757;4q/2014
CTO_TO_022355;4q/2014
CTO_TO_000078;4q/2014
CTO_TO_003451;1q/2015
CTO_TO_000089;1q/2015
CTO_TO_027811;2q/2015
CTO_TO_006559;2q/2015
CTO_TO_036362;2q/2015
CTO_TO_000078;2q/2015
CTO_TO_013106;3q/2015
CTO_TO_035819;4q/2015
CTO_TO_015271;4q/2015
CTO_TO_052183;4q/2015
CTO_TO_015067;4q/2015
CTO_TO_006517;4q/2015
CTO_TO_000078;4q/2015
CTO_TO_055130;1q/2016
CTO_TO_022369;1q/2016
CTO_TO_007890;1q/2016
CTO_TO_018009;1q/2016
CTO_TO_020027;1q/2016
CTO_TO_003420;2q/2016
CTO_TO_008984;2q/2016
CTO_TO_018012;2q/2016
CTO_TO_042835;3q/2016
CTO_TO_012773;3q/2016
CTO_TO_034893;3q/2016
CTO_TO_020452;3q/2016
CTO_TO_003521;3q/2016
CTO_TO_052167;3q/2016
CTO_TO_020030;4q/2016
CTO_TO_055130;4q/2016
CTO_TO_022356;4q/2016
CTO_TO_019248;4q/2016
CTO_TO_013138;4q/2016
CTO_TO_013102;4q/2016
CTO_TO_003526;4q/2016
CTO_TO_012708;4q/2016
CTO_TO_000076;4q/2016
CTO_TO_036374;1q/2017
CTO_TO_003521;1q/2017
CTO_TO_012766;1q/2017
CTO_TO_018012;1q/2017
CTO_TO_036374;2q/2017
CTO_TO_036378;3q/2017
CTO_TO_003446;3q/2017
CTO_TO_003450;3q/2017
CTO_TO_041709;3q/2017
CTO_TO_042821;3q/2017
CTO_TO_012710;3q/2017
CTO_TO_035795;3q/2017
CTO_TO_044797;3q/2017
CTO_TO_013134;3q/2017
CTO_TO_013106;3q/2017
CTO_TO_027817;3q/2017
CTO_TO_042824;3q/2017
CTO_TO_020024;3q/2017
CTO_TO_020025;3q/2017
CTO_TO_012715;4q/2017
CTO_TO_036368;4q/2017
CTO_TO_013131;4q/2017
CTO_TO_052175;4q/2017
CTO_TO_019253;4q/2017
CTO_TO_020452;4q/2017
CTO_TO_013109;4q/2017
CTO_TO_008989;4q/2017
CTO_TO_042829;4q/2017
CTO_TO_006535;4q/2017
CTO_TO_003414;2q/2018
CTO_TO_042822;2q/2018
CTO_TO_035767;2q/2018
CTO_TO_041712;3q/2018
CTO_TO_019254;3q/2018
CTO_TO_008984;3q/2018
CTO_TO_006507;3q/2018
CTO_TO_012773;4q/2018
CTO_TO_019233;4q/2018
CTO_TO_000073;4q/2018
CTO_TO_013114;4q/2018
CTO_TO_000062;4q/2018
CTO_TO_006507;4q/2018
CTO_TO_052181;4q/2018
CTO_TO_022384;4q/2018
CTO_TO_009096;4q/2018
CTO_TO_006500;1q/2019
