AÑO,Semana,Dia,Mes,Número,TPV,Tarifa,Tipo Doc.,Familia,Producto,Cantidad,Precio Coste,Precio,Dto. %,Dto. €,Impuesto %,Recargo %,Base,Total,Dto. € Ticket,Dto. % Ticket,Hora,days_since_prior_order,order_id,product_id,user_id
2023,33,4,1,108,1,0,2,2,14,1.0,1.65,4.9,0.0,0.0,10.0,1.4,4.45,4.9,0.0,0.0,11,0,108,43,455
2023,33,4,1,109,1,0,2,2,14,1.0,1.65,4.9,0.0,0.0,10.0,1.4,4.45,4.9,0.0,0.0,11,0,109,43,461
2023,33,4,1,109,1,0,2,1,50,1.0,0.83,2.0,0.0,0.0,21.0,5.2,1.65,2.0,0.0,0.0,11,1,109,82,461
2023,33,4,1,110,1,0,2,2,124,1.0,1.39,2.95,0.0,0.0,10.0,1.4,2.68,2.95,0.0,0.0,11,1,110,161,726
2023,33,4,1,111,1,0,2,2,14,1.0,1.65,4.9,0.0,0.0,10.0,1.4,4.45,4.9,0.0,0.0,11,0,111,43,251
2023,33,4,1,112,1,0,2,2,14,4.0,1.73,4.9,0.0,0.0,10.0,1.4,17.81,19.6,0.0,0.0,12,0,112,43,701
2023,33,4,1,112,1,0,2,3,20,1.0,0.0,0.3,0.0,0.0,21.0,5.2,0.25,0.3,0.0,0.0,12,20,112,49,701
2023,33,4,1,113,1,0,2,1,5,1.0,0.31,1.5,0.0,0.0,10.0,1.4,1.36,1.5,0.0,0.0,12,1,113,33,295
2023,33,4,1,114,1,0,2,13,62,2.0,1.57,3.95,0.0,0.0,10.0,1.4,7.18,7.9,0.0,0.0,12,1,114,94,724
2023,33,4,1,115,1,0,2,6,77,1.0,2.5,5.5,0.0,0.0,10.0,1.4,5.0,5.5,0.0,0.0,12,0,115,110,719
