image_type,image_number,patience_validation,patience_plateau,delta_min,batch_size,split_size,max_loss_reset,learning_rate,weight_decay,first_conv_outchann,second_conv_outchann,fclayer1,fclayer2,criterion_type,optimizer,verbosity,accuracy,precision,recall,f1,average_loss,combined_score,rank
RAW,3,1,0,0.1,30,0.8,1,1e-05,0.03,10,24,210,None,BCElogitsloss,Adam,1,1.0000000000000002,0.75,0.6666666666666666,0.9429280397022332,0.9558825611362928,0.9894280285761021,2.5
RAW,3,1,0,0.1,30,0.8,1,1e-05,0.03,12,24,210,None,BCElogitsloss,Adam,1,0.857142857142857,0.6782608695652174,0.8666666666666667,1.0,0.9552923025918789,0.8496004567269798,11.0
RAW,3,1,0,0.1,30,0.8,1,1e-05,0.01,10,24,210,None,BCElogitsloss,Adam,1,0.7142857142857142,0.6749999999999999,0.6,0.8486352357320099,0.9609223860184041,0.7126188785742413,18.5
RAW,3,1,0,0.1,30,0.8,1,1e-05,0.01,12,24,210,None,BCElogitsloss,Adam,1,1.0000000000000002,0.7333333333333334,0.7333333333333333,0.9743589743589742,0.9596338105862768,0.9887311651302059,4.5
RAW,3,1,0,0.1,30,0.8,1,1e-05,0.02,10,24,210,None,BCElogitsloss,Adam,1,0.2857142857142858,0.5538461538461539,0.4,0.6263736263736263,0.9440313232700819,0.29703130421279056,61.5
RAW,3,1,0,0.1,30,0.8,1,1e-05,0.02,12,24,210,None,BCElogitsloss,Adam,1,0.5714285714285714,0.6545454545454544,0.4,0.6745562130177515,0.9061340232601272,0.5749182135943365,24.5
RAW,3,1,0,0.1,30,0.8,1,5e-05,0.03,10,24,210,None,BCElogitsloss,Adam,1,0.4285714285714286,0.0,0.0,0.0,0.9374774425669398,0.4104608011021161,49.0
RAW,3,1,0,0.1,30,0.8,1,5e-05,0.03,12,24,210,None,BCElogitsloss,Adam,1,0.857142857142857,0.7058823529411765,0.6666666666666666,0.9134615384615384,0.8999649480670993,0.8507473703967628,8.5
RAW,3,1,0,0.1,30,0.8,1,5e-05,0.01,10,24,210,None,BCElogitsloss,Adam,1,0.2857142857142858,0.5714285714285714,0.6666666666666666,0.811965811965812,0.8312620018137146,0.29779653877016943,53.0
RAW,3,1,0,0.1,30,0.8,1,5e-05,0.01,12,24,210,None,BCElogitsloss,Adam,1,0.5714285714285714,0.631578947368421,0.6666666666666666,0.8597285067873303,0.9499086815596386,0.5739735459787063,34.0
