invalid_key,image_type,image_number,patience_validation,patience_plateau,delta_min,batch_size,split_size,max_loss_reset,learning_rate,weight_decay,first_conv_outchann,second_conv_outchann,fclayer1,fclayer2,criterion_type,optimizer,verbosity,plot,accuracy,precision,recall,f1,average_loss,combined_score,rank
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,1e-05,0.01,12,24,210,None,BCElogitsloss,Adam,1,True,0.36363636363636354,0.670807453416149,0.8,0.8016194331983806,0.9849315001680229,0.3656114211058825,41.0
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,1e-05,0.02,10,24,210,None,BCElogitsloss,Adam,1,True,0.45454545454545436,0.75,0.4666666666666667,0.6581196581196581,0.9774000076858355,0.4559364406349519,40.0
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,1e-05,0.02,12,24,210,None,BCElogitsloss,Adam,1,True,0.45454545454545436,0.7142857142857143,0.6666666666666666,0.7692307692307694,0.9894933930066644,0.4560197545509365,36.0
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,5e-05,0.03,10,24,210,None,BCElogitsloss,Adam,1,True,0.2727272727272727,0.6428571428571428,1.0,0.8461538461538463,0.9934167262368748,0.27535860618067237,46.5
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,5e-05,0.03,12,24,210,None,BCElogitsloss,Adam,1,True,0.2727272727272727,0.6428571428571428,1.0,0.8461538461538463,0.9653949110229145,0.27535860618067237,46.5
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,5e-05,0.01,10,24,210,None,BCElogitsloss,Adam,1,True,0.7272727272727271,0.9999999999999999,0.4666666666666667,0.7403846153846155,0.9929707582170871,0.7282174786540897,14.0
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,5e-05,0.01,12,24,210,None,BCElogitsloss,Adam,1,True,0.5454545454545454,0.7714285714285714,0.6,0.7615384615384616,0.9971734625101317,0.546574929346547,33.5
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,5e-05,0.02,10,24,210,None,BCElogitsloss,Adam,1,True,0.5454545454545454,0.7267080745341613,0.8666666666666667,0.8684210526315791,0.9943510040476561,0.546699512386752,28.0
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,5e-05,0.02,12,24,210,None,BCElogitsloss,Adam,1,True,0.2727272727272727,0.0,0.0,0.0,0.8472690986360192,0.2711168511396826,59.5
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,8e-05,0.03,10,24,210,None,BCElogitsloss,Adam,1,True,0.5454545454545454,0.857142857142857,0.4,0.6346153846153847,0.9961463064303997,0.5467244528064534,27.0
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,8e-05,0.03,12,24,210,None,BCElogitsloss,Adam,1,True,0.7272727272727271,0.8319327731092436,0.7333333333333333,0.872596153846154,0.9961274853579489,0.727767667115553,17.5
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,8e-05,0.01,10,24,210,None,BCElogitsloss,Adam,1,True,0.8181818181818179,0.8839285714285714,0.7333333333333333,0.9007444168734493,0.999729624800482,0.818382082133541,9.0
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,8e-05,0.01,12,24,210,None,BCElogitsloss,Adam,1,True,0.2727272727272727,0.0,0.0,0.0,0.8365714628349363,0.2711168511396826,59.5
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,8e-05,0.02,10,24,210,None,BCElogitsloss,Adam,1,True,0.8181818181818179,0.9183673469387754,0.6666666666666666,0.8753315649867376,0.993253838768871,0.8184592460401365,6.0
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,8e-05,0.02,12,24,210,None,BCElogitsloss,Adam,1,True,0.45454545454545436,0.7232142857142856,0.6,0.7369727047146404,0.9988842111120543,0.4559781238779958,38.5
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,0.0001,0.03,10,24,210,None,BCElogitsloss,Adam,1,True,0.7272727272727271,0.8319327731092436,0.7333333333333333,0.872596153846154,0.9961232173299787,0.727767667115553,17.5
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,0.0001,0.03,12,24,210,None,BCElogitsloss,Adam,1,True,0.8181818181818179,0.857142857142857,0.8,0.9230769230769232,0.9954777606109149,0.8183405566008063,11.5
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,0.0001,0.01,10,24,210,None,BCElogitsloss,Adam,1,True,0.7272727272727271,0.8319327731092436,0.7333333333333333,0.872596153846154,0.995206488363879,0.727767667115553,17.5
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,0.0001,0.01,12,24,210,None,BCElogitsloss,Adam,1,True,0.6363636363636362,0.8999999999999998,0.4666666666666667,0.7107692307692309,0.9963986504106274,0.6373795201890802,25.0
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,0.0001,0.02,10,24,210,None,BCElogitsloss,Adam,1,True,0.7272727272727271,0.8120300751879698,0.8,0.8959276018099549,0.9926194287104363,0.7277581940521886,23.0
idk,FSL_SEG,1,1,0,0.1,50,0.8,1,0.0001,0.02,12,24,210,None,BCElogitsloss,Adam,1,True,0.8181818181818179,0.8839285714285714,0.7333333333333333,0.9007444168734493,0.9994547107661959,0.818382082133541,9.0
