number,value,params_batch_size,params_delta_min,params_fclayer1,params_fclayer2,params_first_conv_outchann,params_learning_rate,params_max_loss_reset,params_patience_plateau,params_patience_validation,params_second_conv_outchann,params_split_size,params_weight_decay,state
145,9.89551015663892e-05,40,0.1,180,30,12,0.0008925687991886306,1,1,0,20,0.7,0.010803976732352108,COMPLETE
146,0.0003105448035057634,40,0.1,180,30,6,0.0007672967410857901,1,1,0,20,0.7,0.010675611197545523,COMPLETE
147,0.00011542635620571673,40,0.1,180,30,12,0.0006801206569068604,1,1,0,20,0.7,0.012552799740671746,COMPLETE
148,0.0017155421897768973,40,0.1,180,30,12,0.0008981983935554145,1,1,0,20,0.7,0.010901912840920206,COMPLETE
149,0.0014092181343585252,40,0.1,180,30,12,0.0008379572832341039,1,1,0,20,0.7,0.011624881949964593,COMPLETE
150,0.007184178195893764,40,0.1,180,30,12,0.0005755467160599703,7,1,0,20,0.7,0.013865426257396733,COMPLETE
151,7.965844997670501e-05,40,0.1,180,30,12,0.0009241661320378704,1,1,0,20,0.7,0.01116165396367993,COMPLETE
152,2.4050098363659345e-05,40,0.1,180,30,12,0.0009181421165632239,1,1,0,20,0.7,0.010292334556950958,COMPLETE
153,0.0004789557191543281,40,0.1,180,30,12,0.000742308274680299,1,1,0,20,0.7,0.010322048605184892,COMPLETE
154,3.3408110903110354e-05,40,0.1,180,30,12,0.0008115157876096049,1,1,0,20,0.7,0.010784451357624437,COMPLETE
155,0.006673859991133213,40,0.1,180,30,12,0.0008240234503499376,1,1,0,20,0.7,0.011104731689577655,COMPLETE
156,0.0002916452693170868,40,0.1,180,30,12,0.0006649585231923035,1,1,0,20,0.7,0.01178378143264892,COMPLETE
157,3.311828913865611e-05,40,0.1,180,30,12,0.0007388500491331842,1,1,0,20,0.7,0.010034050947728381,COMPLETE
158,9.175189770758153e-05,40,0.1,180,30,12,0.00075856205671834,1,1,0,20,0.7,0.01060739685877823,COMPLETE
159,0.0693416252732277,40,0.1,180,30,12,0.0008465061967530263,9,1,0,20,0.7,0.010025172110560886,COMPLETE
160,8.645528869237751e-05,40,0.1,180,30,12,0.0009290322157558286,1,1,0,20,0.7,0.011217306792369576,COMPLETE
161,0.000127244702889584,40,0.1,180,30,12,0.0006989291268815375,1,1,0,20,0.7,0.01171674713075611,COMPLETE
162,0.00028753807418979704,40,0.1,180,30,12,0.0008077659115267155,1,1,0,20,0.7,0.010081899480482931,COMPLETE
163,0.0014716817531734705,40,0.1,180,30,12,0.0009256453259000939,1,1,0,20,0.7,0.012939480999665604,COMPLETE
164,0.0010674854507669806,40,0.1,180,30,12,0.0005250926037308898,1,1,0,20,0.7,0.012359769445291458,COMPLETE
165,0.0024629854131489994,40,0.1,180,30,12,0.0006160877465914953,1,1,0,20,0.7,0.010580915140728448,COMPLETE
166,0.0003870364453177899,40,0.1,180,30,12,0.0007396444004472387,1,1,0,20,0.7,0.011382145847847481,COMPLETE
167,0.00012338252272456885,40,0.1,180,30,12,0.000822417011661001,1,1,0,20,0.7,0.012090369432215352,COMPLETE
168,0.0003970828140154481,40,0.1,180,30,12,0.0009992956812125875,1,1,0,20,0.7,0.013413948631915678,COMPLETE
169,0.00017056515207514167,40,0.1,180,30,12,0.0006575052005945485,1,1,0,20,0.7,0.010940267578702133,COMPLETE
170,0.00047945312689989805,40,0.1,150,30,12,0.0009031830600459343,1,1,0,20,0.7,0.012708235291171837,COMPLETE
171,0.00015270103176590055,40,0.1,180,30,12,0.0009257854914489349,1,1,0,20,0.7,0.01131784626611261,COMPLETE
172,0.00017408229759894312,40,0.1,180,30,12,0.0007820353687301272,1,1,0,20,0.7,0.01055117003887485,COMPLETE
173,0.00017197220586240292,40,0.1,180,30,12,0.0009348713779220302,1,1,0,20,0.7,0.011612401491270125,COMPLETE
174,0.0005589088192209602,40,0.1,180,30,12,0.0008341845253826984,1,1,0,20,0.7,0.010006185905818598,COMPLETE
175,0.0013040231773629785,40,0.1,180,30,12,0.0007243454554197262,1,1,0,20,0.7,0.011163847431722688,COMPLETE
176,0.0003087644814513624,40,0.1,180,0,12,0.0009994167851780352,1,1,0,20,0.7,0.01196768863559413,COMPLETE
177,0.0015838824212551117,40,0.1,180,30,8,0.0008464954249412815,1,1,0,20,0.7,0.013968722183048638,COMPLETE
178,0.0002472307940479368,40,0.1,180,0,12,0.00087477898903439,1,1,0,20,0.7,0.013023895944138062,COMPLETE
179,7.984996074810623e-05,50,0.1,180,30,12,0.0007568532310686131,1,1,0,20,0.7,0.010488883291940823,COMPLETE
180,0.000649277400225401,50,0.1,180,60,12,0.0006898083345285326,1,1,0,20,0.7,0.010525616003945366,COMPLETE
181,0.00033664713613688944,50,0.1,180,30,12,0.0007648647513833787,1,1,0,20,0.7,0.01100682975023486,COMPLETE
182,4.578323219902813e-05,50,0.1,180,30,12,0.000934188124374817,1,1,0,20,0.7,0.01240255061045406,COMPLETE
183,0.0002104371227324009,50,0.1,180,30,12,0.0009286940579401399,1,1,0,20,0.7,0.0122702541566689,COMPLETE
184,0.0004049197304993868,50,0.1,180,30,12,0.0008142784300977651,1,1,0,20,0.7,0.01183931463743025,COMPLETE
185,4.926696565235034e-06,50,0.1,180,30,12,0.0009991941265762201,1,1,0,20,0.7,0.013502623670814019,COMPLETE
186,3.0059502460062504e-05,50,0.1,180,30,12,0.0009353855516314037,1,1,0,20,0.7,0.012663744301559586,COMPLETE
187,0.00011783505557104946,50,0.1,180,30,12,0.0009954796198660993,1,1,0,20,0.7,0.013412705906589334,COMPLETE
188,0.0015040627121925354,50,0.1,180,30,12,0.000889299314902197,1,1,0,20,0.7,0.010449347966031752,COMPLETE
189,0.00012011830694973469,50,0.1,180,30,12,0.0009984410647722335,1,1,0,20,0.7,0.011436340835515401,COMPLETE
190,2.0075944485142826e-05,50,0.1,180,30,12,0.000841216569605846,1,1,0,20,0.7,0.012834118683231099,COMPLETE
191,0.0006278779357671738,50,0.1,180,30,12,0.0008437506753841615,1,1,0,20,0.7,0.012657878691695747,COMPLETE
192,0.00106820710003376,50,0.1,180,30,12,0.0007791528969638224,1,1,0,20,0.7,0.013674829674040812,COMPLETE
193,0.00010845660697668791,50,0.1,180,30,12,0.0009166665031820188,1,1,0,20,0.7,0.012921810742868335,COMPLETE
194,0.00037741274572908876,50,0.1,180,30,12,0.0008510329873554413,1,1,0,20,0.7,0.01210402913965308,COMPLETE
195,4.289074509870261e-05,50,0.1,180,30,12,0.0009166700295137347,1,1,0,20,0.7,0.010818128433194657,COMPLETE
196,0.0002913269959390163,50,0.1,180,30,12,0.000923193347461802,1,1,0,20,0.75,0.014179029433011662,COMPLETE
197,0.004218021407723427,50,0.1,180,30,12,0.0009989408627807564,1,1,0,20,0.7,0.010957317271438036,COMPLETE
198,0.003409026861190796,50,0.1,180,30,12,1.1102762339547896e-05,1,1,0,20,0.7,0.011679523191950009,COMPLETE
199,1.6329268109984696e-05,50,0.1,180,30,12,0.0008331176862006563,1,1,0,20,0.7,0.012283069574674973,COMPLETE
