number,value,params_batch_size,params_delta_min,params_fclayer1,params_fclayer2,params_first_conv_outchann,params_learning_rate,params_max_loss_reset,params_patience_plateau,params_patience_validation,params_second_conv_outchann,params_split_size,params_weight_decay,state
25,0.02687264084815979,40,0.1,180,60,12,0.00010201068869493597,3,0. 3,0,24,0.75,0.03163075290987445,COMPLETE
26,0.0010150537767913193,20,0.1,210,60,12,0.00012033469923693363,1,1,1,24,0.7999999999999999,0.01956971614575512,COMPLETE
27,0.004789751023054123,30,0.1,180,90,12,6.985655332966653e-05,1,0. 3,1,20,0.7,0.03890141299919562,COMPLETE
28,0.008452138490974903,40,0.1,210,30,12,0.00019641048154796784,3,0. 3,1,24,0.75,0.052170034080028724,COMPLETE
29,0.01463566447297732,30,0.1,180,60,8,0.0003524120632284572,9,0. 3,3,20,0.7999999999999999,0.021370566883605474,COMPLETE
30,0.0866390609741211,50,0.1,150,120,12,3.677077207108306e-05,1,0. 3,0,24,0.75,0.027645150957593907,COMPLETE
31,0.0006496753310784697,30,0.1,210,30,10,0.0007375276157303607,1,0. 3,2,24,0.75,0.014112628535579895,COMPLETE
32,0.0005174430087208747,30,0,210,30,10,0.0003823673711870128,1,0. 3,2,24,0.75,0.014792202660914633,COMPLETE
33,0.017397535592317583,40,0.1,210,60,12,0.00041580261118805665,3,0. 3,1,24,0.75,0.019141603604001935,COMPLETE
34,0.0003655165433883667,20,0.1,210,60,8,0.00021283646045151868,1,0. 3,2,24,0.75,0.016549850273972273,COMPLETE
35,0.0006200358329806477,20,0.1,210,60,8,0.0002041694705406359,3,1,3,24,0.7,0.020340006521987888,COMPLETE
36,0.03521573208272457,20,0.1,120,90,6,8.48947780875179e-05,7,0. 3,2,24,0.75,0.035809081715351146,COMPLETE
37,0.0015490850666537881,40,0.1,210,150,8,0.0001531497996546104,3,0. 3,3,20,0.7999999999999999,0.028666796351362666,COMPLETE
38,1.2211692410346587e-05,40,0.1,180,60,6,0.0002490210403677521,1,1,1,24,0.7,0.01652953893074907,COMPLETE
39,0.052299341559410094,40,0.1,180,90,6,0.0002788715934799978,3,1,1,16,0.7,0.07527743174582639,COMPLETE
40,0.041298660039901736,50,0.1,180,0,6,9.833994809700609e-05,1,1,0,20,0.7,0.012149658655688554,COMPLETE
41,0.00010172589682042599,40,0.1,210,60,6,0.00023503182347246786,1,1,1,24,0.7,0.016396110163809888,COMPLETE
42,5.380421425797977e-05,40,0.1,210,60,6,0.00012162490001204257,1,1,1,24,0.7,0.018067893212763524,COMPLETE
43,0.00012058880529366433,40,0.1,210,60,6,0.00016925794948305156,1,1,1,24,0.7,0.01518388875002888,COMPLETE
44,0.003956788824871183,40,0.1,180,90,6,0.00029730642780171994,1,1,1,24,0.7,0.09841559675557736,COMPLETE
45,0.004259993880987167,40,0.1,120,60,6,0.00017059994496063634,3,1,1,24,0.7,0.015410770122053273,COMPLETE
46,0.0004944741725921631,40,0.1,210,60,6,0.0002604807527486818,1,1,0,24,0.7,0.01841301463955089,COMPLETE
47,3.1971491807780696e-06,40,0.1,150,60,6,0.00045463239095472444,1,1,1,24,0.7,0.012163696424387138,COMPLETE
48,0.008510070145130158,50,0.1,150,90,6,0.000472724623879735,3,1,1,24,0.7,0.012397117806115961,COMPLETE
49,0.0001230991177726537,50,0.1,150,90,6,0.0003528965255431185,1,1,1,24,0.7,0.023005034969843536,COMPLETE
50,0.06931667774915695,40,0.1,150,30,6,0.0008198058193271387,1,1,0,24,0.7,0.011025727835997897,COMPLETE
51,0.0005011072615161538,40,0.1,150,60,6,0.0002312060608670345,1,1,1,24,0.7,0.01576987914870427,COMPLETE
52,4.269059945727349e-06,40,0.1,210,60,6,0.00017484064370999007,1,1,1,24,0.7,0.017570684196456146,COMPLETE
53,3.276599869650454e-07,40,0.1,210,60,6,0.0003081796049148073,1,1,1,24,0.7,0.018038508023304672,COMPLETE
54,0.0009682258823886514,40,0.1,180,60,6,0.00044648654564097517,1,1,1,24,0.7,0.0184027871444729,COMPLETE
55,0.0028603186458349226,50,0.1,150,30,8,0.00033842497925519775,1,1,1,24,0.7,0.017539419952349204,COMPLETE
56,0.0012847387697547674,40,0.1,210,60,6,0.0006258344246789895,3,1,1,24,0.7,0.012072870260394592,COMPLETE
57,0.0016953855752944945,40,0.1,120,90,6,0.0005597603036504789,1,1,1,24,0.7,0.01330643775472002,COMPLETE
58,0.0005284172482788562,40,0.1,210,30,8,0.00029832474107787776,1,1,1,24,0.7,0.02387253183583483,COMPLETE
59,0.06683230797449748,30,0,180,60,6,0.0001271761478366616,5,1,0,24,0.7,0.01003560952828709,COMPLETE
60,0.04160001277923584,50,0.1,210,30,6,7.374271462877993e-05,1,1,1,16,0.7,0.02105445786790765,COMPLETE
61,0.001126548508182168,40,0.1,210,60,6,0.00018758899087302163,1,1,1,24,0.7,0.017544936966286426,COMPLETE
62,0.00031247755396179855,40,0.1,210,60,6,0.00023535848217822426,1,1,1,24,0.7,0.014223895627375836,COMPLETE
63,5.322916258592159e-05,40,0.1,210,60,6,0.0004065683717391235,1,1,1,24,0.7,0.01619867862359513,COMPLETE
64,0.0015032982686534525,40,0.1,210,60,6,0.00041197588549422463,1,1,1,24,0.7,0.013005506275053855,COMPLETE
65,0.0027328004129230977,40,0.1,210,60,6,0.0005016292515590003,1,1,1,24,0.7,0.021986057839114365,COMPLETE
66,0.0018776521707574527,30,0.1,210,90,8,0.0007734052120008523,1,1,1,24,0.7,0.018807261832744605,COMPLETE
67,0.004603819362819195,40,0,210,30,6,0.0003455418982203657,3,1,1,24,0.7,0.024477451498672195,COMPLETE
68,0.004144007116556167,50,0.1,180,60,6,0.0005642855620683155,9,1,2,24,0.7,0.014235192056680357,COMPLETE
69,0.002173838973976672,40,0.1,210,90,8,1.0537938937719354e-05,1,1,1,20,0.7,0.016832553138578166,COMPLETE
70,0.0019688031946619353,30,0.1,150,120,6,0.0006879487652330554,1,1,2,24,0.7,0.011386661244232847,COMPLETE
71,0.004981045704334974,40,0.1,210,60,6,0.00014353177611987544,1,1,1,24,0.7,0.01623591339172643,COMPLETE
72,0.002319442667067051,40,0.1,210,60,6,0.0002654178544496358,1,1,1,24,0.7,0.01997494989258948,COMPLETE
73,0.0003168807772453874,40,0.1,210,60,6,0.0003164763255083227,1,1,1,24,0.7,0.015839854444231093,COMPLETE
74,2.747886501310859e-05,40,0.1,210,60,6,0.00040259146048533025,1,1,1,24,0.7,0.01784981069423568,COMPLETE
75,0.016638827696442603,40,0.1,210,30,6,0.00038627953435784346,7,1,1,24,0.7,0.018272645167083598,COMPLETE
76,0.007600697129964829,40,0.1,210,60,6,0.00010701704438862336,1,1,1,24,0.7999999999999999,0.014600816477965229,COMPLETE
77,9.955410447825367e-05,30,0.1,210,60,6,0.00041105580104566796,1,1,2,24,0.7,0.02606200123699617,COMPLETE
78,0.004464089777320624,40,0,210,60,8,0.0005011740483633899,1,1,1,24,0.7,0.02085353982364701,COMPLETE
79,0.004514937382191419,40,0.1,180,0,6,0.0008532671320189006,3,1,0,24,0.7,0.027989065905709768,COMPLETE
80,0.04160068035125732,50,0.1,210,30,6,0.00017631727056497372,1,1,1,24,0.7,0.017414424220612658,COMPLETE
81,0.003533132995168368,30,0.1,210,60,6,0.0004489906521849765,1,1,2,24,0.7,0.022672310712447814,COMPLETE
82,0.001543623860925436,30,0.1,210,60,6,0.0005981522721872854,1,1,2,24,0.7,0.0255376040647617,COMPLETE
83,0.0009882334930201371,30,0.1,210,60,6,0.00039199851379412986,1,1,2,24,0.7,0.030910786404585368,COMPLETE
84,0.0009599200915545225,40,0.1,210,60,6,0.00032051100937412885,1,1,2,24,0.7,0.020117922274639582,COMPLETE
85,0.006686666421592236,30,0.1,210,60,6,0.0002176612251264225,1,1,1,24,0.7,0.021841409146801678,COMPLETE
86,0.003986411448568106,40,0.1,210,90,6,0.0004424603140769247,1,1,2,24,0.7,0.029891707169541742,COMPLETE
87,0.002037020865827799,40,0.1,210,60,6,0.0002832774665883636,1,1,1,24,0.7999999999999999,0.033271221043282714,COMPLETE
88,0.007967216335237027,40,0.1,150,60,6,5.4824496185351665e-05,1,1,1,20,0.7,0.019586702105872593,COMPLETE
89,0.0027628709251681966,30,0.1,210,30,10,0.0003726582390506603,3,1,2,24,0.7,0.025952419628765985,COMPLETE
90,0.0010394259355962277,40,0.1,180,60,6,0.00025311073780963714,1,1,1,24,0.7,0.014961211110701193,COMPLETE
91,0.006479400116950274,40,0.1,210,60,6,0.00015422623297196682,1,1,1,24,0.7,0.01642291501956344,COMPLETE
92,9.24457432120107e-05,40,0.1,210,60,6,0.00022924959121667883,1,1,1,24,0.7,0.017928826695008282,COMPLETE
93,0.0002819842746248469,40,0.1,210,60,6,0.00020208708096950575,1,1,1,24,0.7,0.019179949892891787,COMPLETE
94,0.0009127005119808018,40,0.1,210,150,6,0.0005434309857848331,1,1,1,24,0.7,0.017941745281219192,COMPLETE
95,0.0012960167368873954,40,0.1,210,90,6,0.0006934773154795904,1,0. 3,1,24,0.7,0.013725666920780892,COMPLETE
96,0.0005978229688480497,40,0,210,60,6,0.00029935159770630286,1,1,1,24,0.7,0.02407446481503282,COMPLETE
97,0.001635666936635971,40,0.1,120,60,8,0.0004184809431569372,1,1,1,24,0.7,0.012620091403218443,COMPLETE
98,0.0013161350041627883,40,0.1,210,60,6,0.00018175590156752807,1,1,3,24,0.7,0.017130722027674176,COMPLETE
99,0.00043843844905495645,40,0.1,210,90,6,0.00012997556093643006,1,0. 3,1,24,0.7,0.015421107524624946,COMPLETE
100,0.0021916037052869797,50,0.1,210,60,6,0.00011424250233547111,3,1,1,24,0.7,0.02108481544183388,COMPLETE
101,1.1028843800886534e-05,40,0.1,210,60,6,0.00022594333268212007,1,1,1,24,0.7,0.016628197796552908,COMPLETE
102,0.0007665659650228918,40,0.1,210,60,6,0.00032722935427566453,1,1,1,24,0.7,0.019006470210986177,COMPLETE
103,3.6507360346149656e-05,40,0.1,210,60,6,0.00023934575681026582,1,1,1,24,0.7,0.017865110784135545,COMPLETE
104,0.00017679805459920318,40,0.1,210,60,6,0.00024548373803147844,1,1,1,24,0.7,0.01676298992471131,COMPLETE
105,3.167093916545127e-06,40,0.1,210,30,6,0.00021545377929238575,1,1,1,24,0.7,0.01802344119889495,COMPLETE
106,0.0007166725816205143,40,0.1,210,30,6,0.00021533538377003865,1,1,1,24,0.7,0.015474665097846736,COMPLETE
107,1.0074785313918255e-05,40,0.1,150,30,6,0.000162479664141611,1,1,1,24,0.7,0.016077660077792443,COMPLETE
108,0.0008240417926572263,40,0.1,150,30,6,0.0001599806719195664,1,1,1,24,0.7,0.013694908423647336,COMPLETE
109,0.05584877133369446,40,0.1,150,30,6,0.00013773392320484367,5,1,1,24,0.7,0.014819454139916519,COMPLETE
110,0.0002666267391759902,40,0,150,0,6,8.912523134824801e-05,1,1,1,16,0.7,0.010556196665759403,COMPLETE
111,0.0012062607565894723,40,0.1,150,30,6,0.00027227479013275564,1,1,1,24,0.7,0.01606078357308827,COMPLETE
112,0.0034427839796990155,40,0.1,150,30,6,0.00019135517537279952,1,1,1,24,0.7,0.0186342393690978,COMPLETE
113,1.0172728252655361e-05,40,0.1,210,30,6,0.00016316711426558186,1,1,1,24,0.7,0.01697096870776547,COMPLETE
114,0.0012780970660969614,40,0.1,210,30,6,0.00016446326626097372,1,1,1,24,0.7,0.01721726513572081,COMPLETE
115,3.396711945242714e-05,40,0.1,150,30,6,0.00020295578996792652,1,1,1,24,0.7,0.015950618093833868,COMPLETE
116,0.0013780720066279173,40,0.1,150,30,6,0.00020963406064812033,1,1,1,24,0.7,0.012973257835681703,COMPLETE
117,0.000825167924631387,40,0.1,150,30,6,0.0001489535049856055,1,1,1,24,0.7,0.011667806466400987,COMPLETE
118,0.000247224752092734,40,0.1,150,0,6,0.0001887893197812963,1,1,1,24,0.7,0.014292566722311916,COMPLETE
119,0.0018563950899988413,40,0.1,150,30,6,0.0002633008335607553,1,1,1,24,0.7,0.01605199100831144,COMPLETE
120,0.0020004386082291604,40,0.1,150,30,6,0.0002259660850448784,1,1,1,24,0.7,0.015229118352011997,COMPLETE
121,0.06888885498046875,40,0.1,210,60,6,0.00016897424420609899,1,1,1,24,0.7,0.016839014813225563,COMPLETE
122,0.0008572740713134408,40,0.1,210,30,6,0.00035921815805921786,1,1,1,24,0.7,0.017684777073911154,COMPLETE
123,0.0014236910734325646,40,0.1,210,60,6,0.00012638225870935878,1,1,1,24,0.7,0.0181562411020903,COMPLETE
124,0.009198563732206821,40,0.1,210,60,6,0.00019969214345549264,1,1,1,24,0.7,0.01574320026652028,COMPLETE
125,0.003152589313685894,40,0.1,180,60,6,9.717971284704319e-05,1,1,1,24,0.7,0.020140644632238764,COMPLETE
126,0.00662190904840827,40,0.1,150,30,6,0.00011270218122377766,1,1,1,24,0.7,0.016555957441367196,COMPLETE
127,0.003423505276441574,40,0.1,210,60,6,0.00028910844894465077,1,1,1,24,0.7,0.019256511051468025,COMPLETE
128,0.0603438526391983,40,0.1,210,30,6,0.000145905605909354,1,1,1,24,0.7,0.058405551903565035,COMPLETE
129,8.773575110865295e-09,40,0.1,150,60,6,0.00023032712519277456,1,1,1,24,0.7,0.014825493598191746,COMPLETE
130,0.002261432586237788,40,0.1,150,60,6,0.00024287407019533847,1,1,1,24,0.7,0.014391501145993546,COMPLETE
131,0.06931740492582321,40,0.1,150,60,6,0.00018528975599609412,1,1,1,24,0.7,0.017652846424319208,COMPLETE
132,0.00018485690234228968,40,0.1,150,60,6,0.00021924349360735517,1,1,1,24,0.7,0.015033613583742828,COMPLETE
133,0.0001038260932546109,40,0.1,150,60,6,0.000326394939915415,1,1,1,24,0.7,0.018578800511286308,COMPLETE
134,0.0045039566233754155,40,0.1,150,60,6,0.00017727304335686064,1,1,1,24,0.7,0.016918185872741635,COMPLETE
135,3.2630420719215182e-06,40,0.1,120,60,6,0.00027540851690205994,1,1,1,24,0.7,0.016083833162678897,COMPLETE
136,0.017570273904129862,10,0,120,60,6,0.0003000289319509299,1,1,1,24,0.7,0.013776192559745179,COMPLETE
137,0.0032819251529872416,40,0.1,120,60,6,0.0002534506261202925,1,1,1,24,0.7,0.015779682919686552,COMPLETE
138,0.00026057668146677314,40,0.1,120,60,6,0.0004857798408974228,1,1,1,24,0.7,0.016281498921017636,COMPLETE
139,2.452799162711017e-06,40,0.1,180,30,6,0.00023619213474235966,1,1,1,24,0.7,0.01477997770868107,COMPLETE
140,0.06396015286445618,40,0.1,180,30,6,2.6885239124876693e-05,1,1,1,24,0.7,0.013058213032983927,COMPLETE
141,0.0013028372079133988,40,0.1,180,30,6,0.00027049085891677507,1,1,1,24,0.7,0.014844000640707473,COMPLETE
142,4.977560251973045e-07,40,0.1,180,30,6,0.0002375509229212049,1,1,1,24,0.7,0.04124000348981283,COMPLETE
143,0.00012872768274974078,40,0.1,180,30,6,0.0002365465891756936,1,1,1,24,0.7,0.05359854170222056,COMPLETE
144,0.0004931192146614194,40,0.1,180,30,6,0.00020492230962881867,1,1,1,24,0.7,0.03623053644724302,COMPLETE
145,5.060081311967224e-05,40,0.1,180,30,6,0.00022158901221772673,1,1,1,24,0.7,0.041879345975143326,COMPLETE
146,0.011861553229391576,40,0.1,180,0,6,0.00027611924418702733,5,1,1,24,0.7,0.011939405611832956,COMPLETE
147,0.00010670371411833913,40,0.1,180,30,6,0.0002519783285136873,1,1,1,24,0.7,0.0693679650953879,COMPLETE
148,0.0019009848590940237,40,0.1,120,30,6,0.0003070531450334003,1,1,1,24,0.7,0.017370865029998368,COMPLETE
149,0.00027808417507912964,40,0.1,180,30,6,0.00020046534446750147,1,1,1,24,0.7,0.039383873397815315,COMPLETE
150,0.0016364690382033587,40,0.1,180,30,6,0.00034177692946105414,1,1,1,24,0.7,0.014135896206396924,COMPLETE
151,0.0022566158324480055,40,0.1,180,30,6,0.00022647560331870333,1,1,1,24,0.7,0.04499716244325654,COMPLETE
152,0.002864221343770623,40,0.1,180,30,6,0.00021511517018350893,1,1,1,24,0.7,0.015345476153797973,COMPLETE
153,0.0004152603796683252,40,0.1,180,30,6,0.00017815653442679322,1,1,1,24,0.7,0.04075342142552858,COMPLETE
154,0.0008953660260885953,40,0.1,180,30,6,0.0002384559104420278,1,1,1,24,0.7,0.04908972169063982,COMPLETE
155,0.005665643699467182,40,0.1,180,30,6,0.00015923103778207624,1,1,1,24,0.7,0.04147088699408829,COMPLETE
156,0.010507205128669738,40,0.1,150,30,6,0.0001901525133981999,7,1,1,24,0.7,0.01094110961410649,COMPLETE
157,0.0008651014417409897,40,0.1,180,60,6,0.0002760559797991095,1,1,1,24,0.7,0.04247106645435472,COMPLETE
158,1.8927374185295776e-05,40,0.1,150,30,6,0.00020891008465035975,1,1,1,24,0.7,0.04436073590674797,COMPLETE
159,8.856826461851597e-05,40,0,150,60,6,0.00024324811040681086,1,1,1,24,0.7,0.05004345826341725,COMPLETE
160,0.0007337047602050007,40,0.1,150,30,6,0.00016873469591851322,1,1,1,24,0.7,0.01682782696279746,COMPLETE
161,0.0011222538538277148,40,0.1,150,30,6,0.00021017765530162468,1,1,1,24,0.7,0.04562981752189309,COMPLETE
162,0.06930589377880096,40,0.1,150,30,6,0.00022113773893638026,1,1,1,24,0.7,0.07690063963085476,COMPLETE
163,0.00021804633142892272,40,0.1,150,30,6,0.00026116917967685847,1,1,1,24,0.7,0.04396965516930536,COMPLETE
164,8.023443224374205e-05,40,0.1,150,30,6,0.00020281919633999352,1,1,1,24,0.7,0.04656813414337733,COMPLETE
165,0.002152892109006643,40,0.1,180,30,6,0.0002331243550729945,1,1,1,20,0.7,0.03881146778811281,COMPLETE
166,0.06930947899818421,40,0.1,120,60,6,0.00018590624225978814,1,1,1,24,0.7,0.01937239115210058,COMPLETE
167,0.004863295331597328,40,0.1,150,60,6,0.0003014080948801299,9,1,1,24,0.7,0.017914647440030088,COMPLETE
168,0.0004327368224039674,40,0.1,210,30,6,0.0002805640246800443,1,1,1,24,0.7,0.01582336878354532,COMPLETE
169,0.0004287282237783074,40,0.1,180,60,6,0.00014014050102852013,1,1,1,24,0.7,0.03752274192597781,COMPLETE
170,0.00010813700064318254,40,0.1,210,30,6,0.0003798820394740434,1,1,1,24,0.7,0.04350024616245923,COMPLETE
171,9.815714292926714e-06,40,0.1,210,60,6,0.00036145558830536634,1,1,1,24,0.7,0.03442047553415313,COMPLETE
172,0.00044910911819897594,40,0.1,210,60,6,0.00033691345832519625,1,1,1,24,0.7,0.016465111291599752,COMPLETE
173,0.0005817348253913223,40,0.1,210,60,6,0.0002498118485615503,1,1,1,24,0.7,0.040119296769751484,COMPLETE
174,0.0018061227863654494,40,0.1,210,60,6,0.0003136950489045374,1,1,1,24,0.7,0.03434580103281381,COMPLETE
175,0.0036640610545873643,40,0.1,210,60,6,0.00044520693461782125,1,1,1,24,0.7,0.035545895200293526,COMPLETE
176,0.003176369331777096,40,0.1,210,60,6,0.0003661773796074778,1,1,1,24,0.7,0.018619832901192054,COMPLETE
177,0.00014499951794277877,40,0.1,150,60,6,0.00022422785683245768,1,1,1,24,0.7,0.017267750008901992,COMPLETE
178,0.0003482504456769675,40,0.1,210,60,6,0.00019722722927791766,1,1,1,24,0.7,0.03179490427088014,COMPLETE
179,0.004145711567252875,40,0.1,150,0,6,0.00015762704927719845,1,1,1,24,0.7,0.014813291696786449,COMPLETE
180,0.001158095896244049,40,0.1,210,30,6,0.0002882758178662007,1,1,1,16,0.7,0.03749015602195912,COMPLETE
181,0.0002378212579060346,40,0.1,210,60,6,0.00041471864036068766,1,1,1,24,0.7,0.016108882964953025,COMPLETE
182,0.0016075854422524572,40,0.1,210,60,6,0.000477945366132735,1,1,1,24,0.7,0.015431185776666786,COMPLETE
183,0.0028879604302346706,40,0.1,210,60,6,0.00038645825241137176,1,1,1,24,0.7,0.017199676513769042,COMPLETE
184,0.0006337934057228268,40,0.1,210,60,6,0.0002171813179043899,1,1,1,24,0.7,0.01802255250024365,COMPLETE
185,1.8126830013898144e-06,40,0.1,210,60,6,0.00025102046094430466,1,1,1,24,0.7,0.016322579708404242,COMPLETE
186,4.301161641251383e-06,40,0.1,210,30,6,0.0002592588476729458,1,1,1,24,0.7,0.016584825055227227,COMPLETE
187,0.001040270645171404,40,0.1,210,60,6,0.00026469602785825707,1,1,1,24,0.7,0.016681261893916714,COMPLETE
188,0.0010643395129591227,40,0,210,60,6,0.00024952867337128896,1,0. 3,1,24,0.7,0.014740033954121491,COMPLETE
189,1.2774520428138203e-06,40,0.1,210,30,6,0.00031255302138176363,1,1,1,24,0.7,0.013599954054199743,COMPLETE
190,0.004860561713576317,40,0.1,210,30,6,0.00034268427597196544,1,1,1,24,0.7,0.014092925487751321,COMPLETE
191,4.072969823027961e-05,40,0.1,210,30,6,0.00031448925224647684,1,1,1,24,0.7,0.013143328365758404,COMPLETE
192,0.0016109863761812448,40,0.1,210,30,6,0.00028432061034783067,1,1,1,24,0.7,0.01571171729652168,COMPLETE
193,7.408114470308647e-05,40,0.1,210,30,6,0.00025028764017299455,1,1,1,24,0.7,0.012529880778359495,COMPLETE
194,0.002921556681394577,40,0.1,210,30,6,0.00017493249878786977,1,1,1,24,0.7,0.013774223091073883,COMPLETE
195,0.004533697385340929,40,0.1,210,60,6,0.00019528785456774292,1,1,1,24,0.7,0.015218198991906191,COMPLETE
196,0.0014274724759161471,40,0.1,210,30,6,0.0002657442512669042,1,1,1,24,0.7,0.016687449295802206,COMPLETE
197,0.0005106251453980803,40,0.1,210,60,6,0.0002299358946933971,1,1,1,24,0.7,0.017585098730829352,COMPLETE
198,7.571421592729166e-05,40,0.1,210,30,6,0.00031067055980486797,1,1,1,24,0.7,0.018723801246255608,COMPLETE
199,6.1782665397913664e-06,40,0.1,150,30,6,0.00020267261556927788,1,1,1,24,0.7,0.01625866121921924,COMPLETE
