url,reviewDate,textualRating,languageCode,publisher.name,publisher.site,title,text,claimant,claimDate
https://www.newtral.es/es-falso-que-haya-15-menores-ingresados-por-covid-19-en-el-hospital-infanta-sofia-de-madrid-y-tres-en-un-hospital-de-talavera/20200430/,2020-04-30T00:00:00Z,Falso,es,Newtral,newtral.es,Es falso que haya “15 menores ingresados” por COVID-19 en el Hospital Infanta Sofía de Madrid y tres en un “hospital de Talavera”,Hay 15 menores ingresados por COVID-19 en el Hospital Infanta Sofía de Madrid y tres en un hospital de Talavera,,
https://www.animalpolitico.com/elsabueso/secretaria-de-hacienda-no-da-bonos-covid-19/,2020-04-29T00:00:00Z,Falso,es,Animal Político,animalpolitico.com,La Secretaría de Hacienda no da Bonos de emergencia por COVID-19,SHCP:Bono de emergencia durante crisis de COVID,Correo electrónico,2020-04-29T12:50:32Z
https://www.animalpolitico.com/elsabueso/falso-tarjetas-alimentarias-covid-19/,2020-04-29T00:00:00Z,Falso,es,Animal Político,animalpolitico.com,Gobierno de AMLO no regala tarjetas alimentarias por COVID-19; se trata de sitios fraudulentos,AMLO Anuncia las entregas de tarjetas Alimentarias como Medida ante el COVID-19,,2020-04-29T16:29:10Z
https://www.animalpolitico.com/elsabueso/covid-19-vacuna-controlada-por-red-5g/,2020-04-27T00:00:00Z,Falso,es,Animal Político,animalpolitico.com,El COVID-19 no es una vacuna que se 'activa' y propaga con la Red ...,Todos los chinos recibieron vacunas obligatorias el otoño pasado. La vacuna contenía ARN DIGITALIZADO (controlable) replicante que se activó mediante ondas 5G,Redes sociales,2020-04-27T19:45:38Z
https://www.animalpolitico.com/elsabueso/covid-19-estrategia-comercial-china/,2020-04-26T00:00:00Z,Falso,es,Animal Político,animalpolitico.com,Usan datos falsos para decir que COVID-19 es una estrategia de China,La pandemia de coronavirus ( COVID-19) con una estrategia económica que beneficia a China,,2020-04-26T19:58:31Z
https://www.newtral.es/abascal-y-casado-no-han-votado-a-favor-de-despedir-a-los-trabajadores-que-enfermen-por-covid-19/20200424/,2020-04-24T00:00:00Z,Falso,es,Newtral,newtral.es,Abascal y Casado no han votado a favor de despedir a los trabajadores que enfermen por COVID-19,Abascal y Casado han votado a favor de despedir a los trabajadores que enfermen por COVID-19,,
https://colombiacheck.com/chequeos/no-este-hombre-no-es-cientifico-ni-creo-la-vacuna-contra-el-coronavirus,2020-04-23T02:30:33Z,Falso,es,ColombiaCheck,colombiacheck.com,"No, este hombre no es científico ni creó la vacuna contra el coronavirus",Científico chino Lee Kum Kee creó la vacuna para el coronavirus,,
https://www.newtral.es/covid-19-epidemia-mundial-de-bulos/20200423/,2020-04-23T00:00:00Z,Falso,es,Newtral,newtral.es,COVID-19: epidemia mundial de bulos (XVI) | Newtral,"Beber ajo, cebolla, limón y jengibre cura el COVID-19",,
https://www.newtral.es/el-covid-19-ni-es-una-trombosis-ni-se-cura-con-aspirinas-anticoagulantes-antiinflamatorios-o-antibioticos/20200422/,2020-04-22T00:00:00Z,Falso,es,Newtral,newtral.es,"El COVID-19 ni es una trombosis ni se cura con aspirinas anticoagulantes, antiinflamatorios o antibióticos","El COVID-19 se cura con aspirinas anticoagulantes, antiinflamatorios o antibióticos",,
https://www.animalpolitico.com/elsabueso/sacado-de-contexto-epilepsia-covid-19/,2020-04-22T00:00:00Z,-,es,Animal Político,animalpolitico.com,Este niño no tiene COVID-19 y sí fue atendido por un hospital en Perú,Este niño que convulsiona frente a la cámara sufre de Covid-19.,,2020-04-22T15:51:27Z
