place_id,price_level,comida_norm,servicio_norm,ambiente_norm,environment,taste,service_level,taste_service_balance,taste_service_balance_cat,cluster
ChIJU67OTNv_0YURj-nw92FLYDc,2.0,0.911111111,0.433333333,0.111111111,2,2,2,0,2.0,4
ChIJBa69bJkC0oURgUnOYp0Jiuw,2.0,0.989247312,0.494623656,0.10752688199999999,2,3,3,0,2.0,4
ChIJ0Z9P0z7_0YURVqrnz-OpFms,2.0,0.5,0.1625,0.0875,2,1,1,0,2.0,4
ChIJR6RG1pv_0YURmXE_3q0nhEE,2.0,1.0754716979999999,0.377358491,0.075471698,2,3,2,1,3.0,3
ChIJ6aAgy3740YURlAM6t3ylxuk,2.0,1.010752688,0.440860215,0.064516129,2,3,2,1,3.0,3
ChIJR9WWFMP_0YURY2cMl0sNyyc,2.0,1.054054054,0.252252252,0.063063063,2,3,1,2,3.0,3
ChIJR0-0Sfj_zYUR8Vj7YHX3Hvs,2.0,0.822916667,0.729166667,0.0625,2,1,3,-2,1.0,0
ChIJHelenvj_zYUR7usHqmqB4tY,2.0,0.8297872340000001,0.5,0.053191489,2,2,3,-1,1.0,0
ChIJXzNyxuz40YUR4TDe-9itIMk,2.0,0.8969072159999999,0.268041237,0.041237113,1,2,1,1,3.0,1
ChIJ2YvzBf7_0YUR8sk-6mA9wG8,2.0,0.846153846,0.256410256,0.025641026,1,2,1,1,3.0,1
ChIJMXv44Hn40YURLiHHccBCX1A,2.0,1.036144578,0.42168674700000003,0.024096386,1,3,2,1,3.0,1
ChIJJ08y4CQH0oURDHmemy5Srno,2.0,0.865168539,0.23595505600000002,0.02247191,1,2,1,1,3.0,1
ChIJRU2FLk__0YURikrh-RZMung,2.0,0.877777778,0.41111111100000003,0.022222222000000003,1,2,2,0,2.0,1
ChIJrzFa3_8CzoURpd9RsgHkGRw,2.0,0.7662337659999999,0.49350649399999996,0.012987013,1,1,3,-2,1.0,0
ChIJ4ftOXEH-zYUREp_SkJ49kVI,2.0,0.848837209,0.197674419,0.011627907,1,2,1,1,3.0,1
ChIJk0hhrEIAzoURalWFM4X3ssc,2.0,0.857142857,0.30612244899999996,0.010204082,1,2,1,1,3.0,1
ChIJXxwZxdX-0YUROe0zLKkXHl4,2.0,0.9026548670000001,0.336283186,0.008849558,1,2,2,0,2.0,1
ChIJa1lZNZ__0YURjDHz4gNWVQc,2.0,0.980582524,0.417475728,0.0,1,3,2,1,3.0,1
ChIJH6k-DVD50YURL6RiM5nEb_Y,2.0,0.942028986,0.15942029,0.0,1,2,1,1,3.0,1
ChIJY3GHMuT_0YURoETJ-mqSwEo,2.0,0.460526316,0.184210526,0.22368421100000002,3,1,1,0,2.0,4
ChIJ0-IjfKoDzoURrhSoInEmyrs,1.0,0.975609756,0.365853659,0.39024390200000003,3,3,2,1,3.0,3
ChIJvQLg2Ar50YUR_M-6l6qNvCU,1.0,1.023529412,0.41176470600000004,0.258823529,3,3,2,1,3.0,3
ChIJv5KO8Uz-0YURvTUyYxZs3pw,1.0,1.123893805,0.37168141600000004,0.17699115,3,3,2,1,3.0,3
ChIJL4C87Ez-0YURjLD2pDPWOSw,1.0,1.1089108909999998,0.405940594,0.118811881,2,3,2,1,3.0,3
ChIJHX88qk7-zYURadLbl5Wksko,1.0,0.9411764709999999,0.470588235,0.10588235300000001,2,2,3,-1,1.0,0
ChIJlfF36c3_0YURhdxsSsOr4l4,1.0,1.2,0.34444444399999996,0.1,2,3,2,1,3.0,3
ChIJBeL1vQj_0YURMcKqVViw2ok,1.0,0.946902655,0.32743362800000003,0.088495575,2,2,1,1,3.0,3
ChIJrXiQqKr_0YURQRyD-zBJQS0,1.0,0.8,0.333333333,0.066666667,2,1,2,-1,1.0,0
ChIJTa0Y9J750YURNsH7jIE3eNo,1.0,0.795454545,0.21590909100000003,0.045454545,1,1,1,0,2.0,1
ChIJ7WAfwbv_0YURiSIZGMdRuto,1.0,1.27826087,0.408695652,0.043478261,1,3,2,1,3.0,1
ChIJtx82pHb40YURdEVhuQNLHA4,1.0,0.9021739129999999,0.282608696,0.043478261,1,2,1,1,3.0,1
ChIJOUt-Z_n40YURzpik35UGuS8,1.0,0.946808511,0.372340426,0.031914894,1,2,2,0,2.0,1
ChIJoRh42vX40YUREHC4v1YNW3w,1.0,0.829545455,0.170454545,0.022727273,1,2,1,1,3.0,1
ChIJ-yom4w0C0oURl96HuBziepk,1.0,0.83908046,0.275862069,0.011494253000000001,1,2,1,1,3.0,1
ChIJnznjaPoCzoURUt3xWtMpatQ,1.0,0.958333333,0.666666667,0.0,1,2,3,-1,1.0,0
ChIJgX7NHyQFzoURHKN3tanlLzY,1.0,0.9722222220000001,0.347222222,0.0,1,2,2,0,2.0,1
ChIJxycAjK7-0YUR1qZv-NWNDYM,1.0,0.9638554220000001,0.33734939799999997,0.0,1,2,2,0,2.0,1
ChIJQwV_jIcC0oURJCEnuCkX9V8,1.0,0.892156863,0.323529412,0.0,1,2,1,1,3.0,1
ChIJI86k6pv_0YURi0wZNJo8q1M,1.0,0.7333333329999999,0.18888888899999998,0.0,1,1,1,0,2.0,1
ChIJsfag4kgA0oURO5aVp6M1iM4,1.0,1.0909090909999999,0.363636364,0.181818182,3,3,2,1,3.0,3
ChIJmczdmnv_0YURugxxhJ5Td90,1.0,0.708860759,0.367088608,0.025316456,1,1,2,-1,1.0,0
ChIJZ2lB4Mf-0YUR1xUYsitgvN8,1.0,0.1625,0.0125,0.025,1,1,1,0,2.0,1
ChIJsZvloi8FzoURvgsTQPmUfEU,1.0,0.895522388,0.46268656700000005,0.014925373,1,2,3,-1,1.0,0
ChIJxSUeddX-0YURNIFMA2OAD6I,1.0,0.46067415700000003,0.13483146099999999,0.011235955,1,1,1,0,2.0,1
ChIJZ-dNcTr_0YURvT79FclhNi0,1.0,0.5365853660000001,0.146341463,0.0,1,1,1,0,2.0,1
ChIJz9WtHqH50YURYyIo8N1otO8,1.0,0.5625,0.125,0.0,1,1,1,0,2.0,1
ChIJ0RedUVYCzoURQcJ0Bo5LJew,1.0,1.192982456,0.50877193,0.43859649100000003,3,3,3,0,2.0,4
ChIJASya8GX50YURN0r_0oVNXTU,2.0,0.796610169,0.38983050799999996,0.38983050799999996,3,1,2,-1,1.0,2
ChIJs29OZZH40YUR73753MLhEnc,2.0,1.553191489,0.393617021,0.29787234,3,3,2,1,3.0,3
ChIJncEmrMMA0oURKh9kJqISKCY,3.0,0.647058824,0.426470588,0.264705882,3,1,2,-1,1.0,2
ChIJ06Wq3J4BzoUREnZuxiDcPo8,3.0,0.583333333,0.083333333,0.25,3,1,1,0,2.0,2
ChIJPZR8esX_0YURLn19i9XLfn4,2.0,0.783783784,0.37837837799999996,0.243243243,3,1,2,-1,1.0,2
ChIJ_6PxIP_-0YURb-iv-Yq3gPM,1.0,1.081967213,0.327868852,0.229508197,3,3,2,1,3.0,3
ChIJ6QlgPHr40YURLu6gEG4Y5m0,1.0,0.982142857,0.28571428600000004,0.214285714,3,3,1,2,3.0,3
ChIJs7qYCksA0oURhrtRb-GnQW8,1.0,1.0,0.27777777800000003,0.166666667,2,3,1,2,3.0,3
ChIJXa73W8r40YUR-d6mdFfIDVM,2.0,1.1444444440000001,0.533333333,0.12222222199999999,2,3,3,0,2.0,4
ChIJRbTWPoMCzoUR0Z1pr-oS_TI,1.0,0.88,0.28,0.12,2,2,1,1,3.0,3
ChIJeYLOZMT_0YURFEhp2ubb43c,1.0,0.386666667,0.2,0.093333333,2,1,1,0,2.0,0
ChIJVVVVFfn40YURQWN1neoikzg,2.0,1.3529411759999999,0.41176470600000004,0.088235294,2,3,2,1,3.0,3
ChIJkakAt2j_0YUReRVJVRpH5N0,1.0,0.3375,0.3375,0.0625,2,1,2,-1,1.0,0
ChIJY0mNVTP50YURiWFsFQWDunk,2.0,1.0,0.41176470600000004,0.058823529000000006,2,3,2,1,3.0,3
ChIJM6YjeUH_0YUReQE4xzR17ZA,2.0,0.971698113,0.273584906,0.056603774,2,2,1,1,3.0,3
ChIJObz6-D0FzoUR3DltyAAnV4w,1.0,1.142857143,0.047619048,0.047619048,1,3,1,2,3.0,1
ChIJ48KvaD7_0YURhzmZCryLbSw,1.0,0.563218391,0.19540229899999997,0.034482759,1,1,1,0,2.0,1
ChIJrfdPdxP_0YUR1kIGyUDyoQU,1.0,1.142857143,0.542857143,0.028571429,1,3,3,0,2.0,1
ChIJu7IziDkH0oURrwsuybTpzKI,1.0,0.7560975609999999,0.219512195,0.024390244,1,1,1,0,2.0,1
ChIJbS0fR3740YUR9YaIL0WpqpU,1.0,0.953488372,0.186046512,0.023255814,1,2,1,1,3.0,1
ChIJtzpPhzT80YURfFBvdLz6AN8,1.0,1.1875,0.25,0.0,1,3,1,2,3.0,1
ChIJPTKIjkL_0YURxVHr3fClJVs,1.0,0.833333333,0.25,0.0,1,2,1,1,3.0,1
ChIJKeZYsvj40YURpXblgYsay4w,2.0,1.013333333,0.226666667,0.0,1,3,1,2,3.0,1
ChIJkzWrrxX5zYURjohBBW22J98,1.0,0.6,0.2,0.0,1,1,1,0,2.0,1
ChIJLUG4-p750YURr_H6VaVUHFg,1.0,1.0,0.1875,0.0,1,3,1,2,3.0,1
