3012373,3,,,,,,,-0.27,-0.01,0.99,1.53,-5.92,-3.60,,,,,,,,,,,
3012380,7,,,,,,,-0.27,-0.01,0.99,1.53,-5.92,-3.60,,,,,,,,,,,
3012383,3,,,,,,,-0.27,-0.01,0.99,1.46,-5.86,-3.66,,,,,,,,,,,
3012385,2,,,,,,,-0.27,-0.01,0.99,1.46,-5.86,-3.66,,,,,,,,,,,
3012387,2,,,,,,,-0.27,-0.01,0.99,1.46,-5.86,-3.66,,,,,,,,,,,
3012390,3,,,,,,,-0.27,-0.01,0.99,1.46,-5.86,-3.66,,,,,,,,,,,
3012392,2,,,,,,,-0.27,-0.01,0.99,1.46,-5.86,-3.54,,,,,,,,,,,
3012394,2,,,,,,,-0.27,-0.01,0.99,1.46,-5.86,-3.54,,,,,,,,,,,
3012397,3,,,,,,,-0.27,-0.01,0.99,1.46,-5.86,-3.54,,,,,,,,,,,
3012404,7,,,,,,,-0.27,-0.01,0.98,1.46,-5.92,-3.60,,,,,,,,,,,
3012406,3,,,,,,,-0.27,-0.01,0.98,1.46,-5.92,-3.60,,,,,,,,,,,
3012409,2,,,,,,,-0.27,-0.01,0.98,1.46,-5.92,-3.60,,,,,,,,,,,
3012411,2,,,,,,,-0.27,-0.01,0.98,1.53,-5.80,-3.54,,,,,,,,,,,
3012414,3,,,,,,,-0.27,-0.01,0.98,1.53,-5.80,-3.54,,,,,,,,,,,
3012416,2,,,,,,,-0.27,-0.01,0.98,1.53,-5.80,-3.54,,,,,,,,,,,
3012418,2,,,,,,,-0.27,-0.01,0.98,1.53,-5.80,-3.54,,,,,,,,,,,
3012420,3,,,,,,,-0.27,-0.01,0.98,1.46,-5.80,-3.60,,,,,,,,,,,
3012423,2,,,,,,,-0.27,-0.01,0.99,1.46,-5.80,-3.60,,,,,,,,,,,
3012430,7,,,,,,,-0.27,-0.01,0.99,1.40,-5.92,-3.54,,,,,,,,,,,
3012433,3,,,,,,,-0.27,-0.01,0.99,1.40,-5.92,-3.54,,,,,,,,,,,
3012435,2,,,,,,,-0.27,-0.01,0.99,1.40,-5.92,-3.54,,,,,,,,,,,
3012437,2,,,,,,,-0.27,-0.01,0.99,1.40,-5.92,-3.54,,,,,,,,,,,
3012440,3,,,,,,,-0.27,-0.01,0.99,1.40,-5.86,-3.54,,,,,,,,,,,
3012442,2,,,,,,,-0.27,-0.01,0.99,1.40,-5.86,-3.54,,,,,,,,,,,
3012444,2,,,,,,,-0.27,-0.01,0.99,1.40,-5.86,-3.54,,,,,,,,,,,
3012447,3,,,,,,,-0.27,-0.01,0.99,1.40,-5.86,-3.54,,,,,,,,,,,
3012454,7,,,,,,,-0.27,-0.01,0.99,1.53,-5.86,-3.54,,,,,,,,,,,
3012456,2,,,,,,,-0.27,-0.01,0.99,1.53,-5.86,-3.54,,,,,,,,,,,
3012459,3,,,,,,,-0.27,-0.01,0.99,1.46,-5.92,-3.60,,,,,,,,,,,
3012461,2,,,,,,,-0.27,-0.00,0.99,1.46,-5.92,-3.60,,,,,,,,,,,
3012463,2,,,,,,,-0.27,-0.00,0.99,1.46,-5.92,-3.60,,,,,,,,,,,
3012480,16,,,,,,,-0.28,-0.01,0.98,1.53,-6.04,-3.60,,,,,,,,,,,
3012485,5,,,,,,,-0.28,-0.01,0.98,1.53,-6.04,-3.60,,,,,,,,,,,
3012487,2,,,,,,,-0.28,-0.01,0.98,1.53,-6.04,-3.60,,,,,,,,,,,
3012495,9,,,,,,,-0.28,-0.01,0.98,1.53,-6.04,-3.54,,,,,,,,,,,
3012498,2,,,,,,,-0.28,-0.01,0.98,1.53,-6.04,-3.54,,,,,,,,,,,
3012500,2,,,,,,,-0.27,-0.01,0.98,1.46,-6.16,-3.54,,,,,,,,,,,
3012503,3,,,,,,,-0.27,-0.01,0.98,1.46,-6.16,-3.54,,,,,,,,,,,
3012505,2,,,,,,,-0.27,-0.01,0.98,1.46,-6.16,-3.54,,,,,,,,,,,
3012507,2,,,,,,,-0.27,-0.01,0.98,1.46,-6.16,-3.54,,,,,,,,,,,
3012510,3,,,,,,,-0.27,-0.01,0.98,1.46,-6.23,-3.60,,,,,,,,,,,
3012512,2,,,,,,,-0.27,-0.01,0.98,1.46,-6.23,-3.60,,,,,,,,,,,
3012521,9,,,,,,,-0.27,-0.02,0.99,1.46,-6.29,-3.66,,,,,,,,,,,
3012523,2,,,,,,,-0.27,-0.02,0.99,1.46,-6.29,-3.66,,,,,,,,,,,
3012526,3,,,,,,,-0.27,-0.02,0.99,1.46,-6.29,-3.66,,,,,,,,,,,
3012528,2,,,,,,,-0.27,-0.02,0.99,1.40,-6.47,-3.72,,,,,,,,,,,
3012530,2,,,,,,,-0.27,-0.02,0.99,1.40,-6.47,-3.72,,,,,,,,,,,
3012533,3,,,,,,,-0.27,-0.02,0.99,1.40,-6.47,-3.72,,,,,,,,,,,
3012535,2,,,,,,,-0.27,-0.02,0.99,1.40,-6.47,-3.72,,,,,,,,,,,
3012537,2,,,,,,,-0.27,-0.02,0.99,1.53,-6.47,-3.85,,,,,,,,,,,
3012540,3,,,,,,,-0.27,-0.02,0.99,1.53,-6.47,-3.85,,,,,,,,,,,
3012547,7,,,,,,,-0.27,-0.02,0.99,1.46,-6.59,-4.03,,,,,,,,,,,
3012550,3,,,,,,,-0.28,-0.02,0.98,1.46,-6.59,-4.03,,,,,,,,,,,
3012552,2,,,,,,,-0.28,-0.02,0.98,1.46,-6.59,-4.03,,,,,,,,,,,
3012554,2,,,,,,,-0.28,-0.02,0.98,1.46,-6.59,-4.03,,,,,,,,,,,
3012557,3,,,,,,,-0.28,-0.02,0.98,1.28,-6.65,-4.21,,,,,,,,,,,
3012559,2,,,,,,,-0.29,-0.03,0.98,1.28,-6.65,-4.21,,,,,,,,,,,
3012561,2,,,,,,,-0.29,-0.03,0.98,1.28,-6.65,-4.21,,,,,,,,,,,
3012564,3,,,,,,,-0.29,-0.03,0.98,1.28,-6.65,-4.21,,,,,,,,,,,
3012571,7,,,,,,,-0.30,-0.03,0.99,1.28,-6.90,-4.21,,,,,,,,,,,
3012574,3,,,,,,,-0.30,-0.03,0.99,1.28,-6.90,-4.21,,,,,,,,,,,
3012576,2,,,,,,,-0.30,-0.03,0.99,1.28,-6.90,-4.21,,,,,,,,,,,
3012578,3,,,,,,,-0.30,-0.03,0.99,1.22,-7.20,-4.21,,,,,,,,,,,
3012581,2,,,,,,,-0.30,-0.03,0.99,1.22,-7.20,-4.21,,,,,,,,,,,
3012583,2,,,,,,,-0.30,-0.03,0.99,1.22,-7.20,-4.21,,,,,,,,,,,
3012586,3,,,,,,,-0.30,-0.03,0.99,1.22,-7.20,-4.21,,,,,,,,,,,
3012588,2,,,,,,,-0.30,-0.03,0.99,1.16,-7.32,-4.21,,,,,,,,,,,
3012596,8,,,,,,,-0.30,-0.03,0.99,1.16,-7.32,-4.21,,,,,,,,,,,
3012598,2,,,,,,,-0.30,-0.03,0.99,1.16,-7.45,-4.15,,,,,,,,,,,
3012600,2,,,,,,,-0.30,-0.03,0.99,1.16,-7.45,-4.15,,,,,,,,,,,
3012603,3,,,,,,,-0.30,-0.03,0.99,1.16,-7.45,-4.15,,,,,,,,,,,
3012605,2,,,,,,,-0.30,-0.03,0.99,1.16,-7.45,-4.15,,,,,,,,,,,
3012607,2,,,,,,,-0.30,-0.04,0.98,1.16,-7.63,-4.21,,,,,,,,,,,
3012610,3,,,,,,,-0.30,-0.04,0.98,1.16,-7.63,-4.21,,,,,,,,,,,
3012612,2,,,,,,,-0.30,-0.04,0.98,1.16,-7.63,-4.21,,,,,,,,,,,
3012620,8,,,,,,,-0.31,-0.05,0.98,1.04,-7.87,-4.03,,,,,,,,,,,
3012622,2,,,,,,,-0.31,-0.05,0.98,1.04,-7.87,-4.03,,,,,,,,,,,
3012624,2,,,,,,,-0.31,-0.05,0.98,1.04,-7.87,-4.03,,,,,,,,,,,
3012638,14,1651329700,55.7035637,12.5538130,29.2000008,0.06,12,-0.25,-0.07,0.98,1.34,-8.24,-2.93,21.51,35.90,102.29,255,13,19,22,13,19,22,
3012682,44,,,,,,,-0.22,-0.03,0.99,1.22,-7.51,-4.46,,,,,,,,,,,
3012687,5,,,,,,,-0.20,-0.04,0.98,1.71,-8.18,-5.07,,,,,,,,,,,
3012689,2,,,,,,,-0.20,-0.04,0.98,1.71,-8.18,-5.07,,,,,,,,,,,
3012709,20,,,,,,,-0.29,-0.07,0.99,1.65,-7.14,-6.16,,,,,,,,,,,
3012711,2,,,,,,,-0.29,-0.07,0.99,1.65,-7.14,-6.16,,,,,,,,,,,
3012713,2,,,,,,,-0.29,-0.07,0.99,1.65,-6.96,-5.68,,,,,,,,,,,
3012716,3,,,,,,,-0.27,-0.04,0.99,2.01,-6.96,-5.68,,,,,,,,,,,
3012718,2,,,,,,,-0.27,-0.04,0.99,2.01,-6.96,-5.68,,,,,,,,,,,
3012720,2,,,,,,,-0.27,-0.04,0.99,2.01,-6.96,-5.68,,,,,,,,,,,
3012723,3,,,,,,,-0.27,-0.04,0.99,2.01,-6.96,-5.68,,,,,,,,,,,
3012725,2,,,,,,,-0.29,-0.06,0.99,1.83,-6.90,-5.19,,,,,,,,,,,
3012727,3,,,,,,,-0.29,-0.06,0.99,1.83,-6.90,-5.19,,,,,,,,,,,
3012737,9,,,,,,,-0.28,-0.06,0.99,1.95,-6.90,-4.64,,,,,,,,,,,
3012739,2,,,,,,,-0.28,-0.06,0.99,1.95,-6.90,-4.64,,,,,,,,,,,
3012741,2,,,,,,,-0.28,-0.06,0.99,1.95,-6.90,-4.64,,,,,,,,,,,
3012744,3,,,,,,,-0.28,-0.06,0.99,1.77,-7.32,-4.33,,,,,,,,,,,
3012746,2,,,,,,,-0.25,-0.06,1.00,1.77,-7.32,-4.33,,,,,,,,,,,
3012748,2,,,,,,,-0.25,-0.06,1.00,1.77,-7.32,-4.33,,,,,,,,,,,
3012751,3,,,,,,,-0.25,-0.06,1.00,1.77,-7.32,-4.33,,,,,,,,,,,
3012753,2,,,,,,,-0.25,-0.06,1.00,1.77,-7.39,-4.46,,,,,,,,,,,
3012761,8,,,,,,,-0.24,-0.08,1.01,1.77,-7.39,-4.46,,,,,,,,,,,
3012763,2,,,,,,,-0.24,-0.08,1.01,1.95,-7.02,-4.76,,,,,,,,,,,
3012765,2,,,,,,,-0.26,-0.07,1.00,1.95,-7.02,-4.76,,,,,,,,,,,
3012768,3,,,,,,,-0.26,-0.07,1.00,1.95,-7.02,-4.76,,,,,,,,,,,
3012770,2,,,,,,,-0.26,-0.07,1.00,1.95,-7.02,-4.76,,,,,,,,,,,
3012772,2,,,,,,,-0.26,-0.07,1.00,1.95,-7.20,-4.82,,,,,,,,,,,
3012775,3,,,,,,,-0.28,-0.08,0.99,1.95,-7.20,-4.82,,,,,,,,,,,
3012777,2,,,,,,,-0.28,-0.08,0.99,1.95,-7.20,-4.82,,,,,,,,,,,
3012785,8,,,,,,,-0.30,-0.09,0.99,1.95,-7.69,-5.00,,,,,,,,,,,
3012787,2,,,,,,,-0.30,-0.09,0.99,1.95,-7.69,-5.00,,,,,,,,,,,
3012789,2,,,,,,,-0.30,-0.09,0.99,1.95,-7.69,-5.00,,,,,,,,,,,
3012792,3,,,,,,,-0.30,-0.09,0.99,1.95,-7.69,-4.88,,,,,,,,,,,
3012807,15,,,,,,,-0.30,-0.10,0.98,2.01,-8.73,-4.46,,,,,,,,,,,
3012812,5,,,,,,,-0.30,-0.10,0.98,1.83,-8.85,-3.85,,,,,,,,,,,
3012814,2,,,,,,,-0.31,-0.11,0.98,1.83,-8.85,-3.85,,,,,,,,,,,
3012816,2,,,,,,,-0.31,-0.11,0.98,1.83,-8.85,-3.85,,,,,,,,,,,
3012825,9,,,,,,,-0.32,-0.11,0.97,1.83,-9.03,-3.42,,,,,,,,,,,
3012827,2,,,,,,,-0.32,-0.11,0.97,1.83,-9.03,-3.42,,,,,,,,,,,
3012830,3,,,,,,,-0.32,-0.11,0.97,1.83,-9.03,-3.42,,,,,,,,,,,
3012832,2,,,,,,,-0.32,-0.11,0.97,1.83,-9.64,-2.75,,,,,,,,,,,
3012834,2,,,,,,,-0.27,-0.12,0.98,1.83,-9.64,-2.75,,,,,,,,,,,
3012837,3,,,,,,,-0.27,-0.12,0.98,1.83,-9.64,-2.75,,,,,,,,,,,
3012839,2,,,,,,,-0.27,-0.12,0.98,1.83,-9.64,-2.75,,,,,,,,,,,
3012841,2,,,,,,,-0.27,-0.12,0.98,1.89,-10.01,-2.20,,,,,,,,,,,
3012844,3,,,,,,,-0.22,-0.12,1.00,1.89,-10.01,-2.20,,,,,,,,,,,
3012853,9,,,,,,,-0.22,-0.13,1.00,1.77,-9.89,-2.38,,,,,,,,,,,
3012855,2,,,,,,,-0.22,-0.13,1.00,1.77,-9.89,-2.38,,,,,,,,,,,
3012858,3,,,,,,,-0.22,-0.13,1.00,1.77,-9.89,-2.38,,,,,,,,,,,
3012860,2,,,,,,,-0.22,-0.13,1.00,1.77,-9.89,-2.38,,,,,,,,,,,
3012862,2,,,,,,,-0.21,-0.14,1.00,1.77,-9.95,-2.44,,,,,,,,,,,
3012865,3,,,,,,,-0.21,-0.14,1.00,1.77,-9.95,-2.44,,,,,,,,,,,
3012867,2,,,,,,,-0.21,-0.14,1.00,1.77,-9.95,-2.44,,,,,,,,,,,
3012869,2,,,,,,,-0.21,-0.14,1.00,1.77,-9.95,-2.44,,,,,,,,,,,
3012877,8,,,,,,,-0.19,-0.14,1.00,1.89,-10.01,-2.69,,,,,,,,,,,
3012879,2,,,,,,,-0.19,-0.14,1.00,1.89,-10.01,-2.69,,,,,,,,,,,
3012882,3,,,,,,,-0.24,-0.13,0.99,1.95,-9.77,-3.23,,,,,,,,,,,
3012884,2,,,,,,,-0.24,-0.13,0.99,1.95,-9.77,-3.23,,,,,,,,,,,
3012887,3,,,,,,,-0.24,-0.13,0.99,1.95,-9.77,-3.23,,,,,,,,,,,
3012889,2,,,,,,,-0.24,-0.13,0.99,1.95,-9.77,-3.23,,,,,,,,,,,
3012891,2,,,,,,,-0.27,-0.17,1.00,1.59,-10.31,-3.91,,,,,,,,,,,
3012894,3,,,,,,,-0.27,-0.17,1.00,1.59,-10.31,-3.91,,,,,,,,,,,
3012901,7,,,,,,,-0.26,-0.17,0.98,2.20,-10.62,-3.66,,,,,,,,,,,
3012904,3,,,,,,,-0.26,-0.17,0.98,2.20,-10.62,-3.66,,,,,,,,,,,
3012906,2,,,,,,,-0.26,-0.17,0.98,2.20,-10.62,-3.66,,,,,,,,,,,
3012908,2,,,,,,,-0.26,-0.17,0.98,2.20,-10.62,-3.66,,,,,,,,,,,
3012911,2,,,,,,,-0.24,-0.12,0.97,2.26,-10.80,-3.72,,,,,,,,,,,
3012913,2,,,,,,,-0.24,-0.12,0.97,2.26,-10.80,-3.72,,,,,,,,,,,
3012916,3,,,,,,,-0.24,-0.12,0.97,2.26,-10.80,-3.72,,,,,,,,,,,
3012918,2,,,,,,,-0.24,-0.12,0.97,2.26,-10.80,-3.72,,,,,,,,,,,
3012926,8,,,,,,,-0.27,-0.17,0.98,2.08,-10.50,-3.54,,,,,,,,,,,
3012928,2,,,,,,,-0.27,-0.17,0.98,2.08,-10.50,-3.54,,,,,,,,,,,
3012930,3,,,,,,,-0.23,-0.15,1.01,1.95,-10.62,-3.17,,,,,,,,,,,
3012933,2,,,,,,,-0.23,-0.15,1.01,1.95,-10.62,-3.17,,,,,,,,,,,
3012935,2,,,,,,,-0.23,-0.15,1.01,1.95,-10.62,-3.17,,,,,,,,,,,
3012938,3,,,,,,,-0.23,-0.15,1.01,1.95,-10.62,-3.17,,,,,,,,,,,
3012940,2,,,,,,,-0.20,-0.15,1.03,1.71,-10.62,-2.69,,,,,,,,,,,
3012943,3,,,,,,,-0.20,-0.15,1.03,1.71,-10.62,-2.69,,,,,,,,,,,
3012950,7,,,,,,,-0.15,-0.16,1.02,1.95,-10.56,-2.26,,,,,,,,,,,
3012952,3,,,,,,,-0.15,-0.16,1.02,1.95,-10.56,-2.26,,,,,,,,,,,
3012955,2,,,,,,,-0.15,-0.16,1.02,1.95,-10.56,-2.26,,,,,,,,,,,
3012957,2,,,,,,,-0.15,-0.16,1.02,1.95,-10.56,-2.26,,,,,,,,,,,
3012960,3,,,,,,,-0.12,-0.14,1.00,2.08,-10.31,-3.11,,,,,,,,,,,
3012962,2,,,,,,,-0.12,-0.14,1.00,2.08,-10.31,-3.11,,,,,,,,,,,
3012964,3,,,,,,,-0.12,-0.14,1.00,2.08,-10.31,-3.11,,,,,,,,,,,
3012967,2,,,,,,,-0.12,-0.14,1.00,2.08,-10.31,-3.11,,,,,,,,,,,
3012982,15,,,,,,,-0.18,-0.18,1.01,2.08,-9.52,-4.27,,,,,,,,,,,
3012984,2,,,,,,,-0.18,-0.18,1.01,2.08,-9.52,-4.27,,,,,,,,,,,
3012987,3,,,,,,,-0.18,-0.18,1.01,2.08,-9.52,-4.27,,,,,,,,,,,
3012989,2,,,,,,,-0.22,-0.21,1.01,2.08,-9.52,-4.52,,,,,,,,,,,
3012991,2,,,,,,,-0.22,-0.21,1.01,2.08,-9.52,-4.52,,,,,,,,,,,
3012994,3,,,,,,,-0.22,-0.21,1.01,2.08,-9.52,-4.52,,,,,,,,,,,
3012996,2,,,,,,,-0.22,-0.21,1.01,2.08,-9.52,-4.52,,,,,,,,,,,
3012998,2,,,,,,,-0.22,-0.21,1.01,2.38,-9.46,-4.09,,,,,,,,,,,
3013001,3,,,,,,,-0.24,-0.18,0.99,2.38,-9.46,-4.09,,,,,,,,,,,
3013008,7,,,,,,,-0.25,-0.20,0.98,2.26,-9.46,-3.91,,,,,,,,,,,
3013011,3,,,,,,,-0.25,-0.20,0.98,2.26,-9.46,-3.91,,,,,,,,,,,
3013013,2,,,,,,,-0.25,-0.20,0.98,2.26,-9.46,-3.91,,,,,,,,,,,
3013015,3,,,,,,,-0.25,-0.20,0.98,2.26,-9.46,-3.91,,,,,,,,,,,
3013018,2,,,,,,,-0.25,-0.20,0.98,1.83,-9.77,-3.60,,,,,,,,,,,
3013020,2,,,,,,,-0.22,-0.21,0.95,1.83,-9.77,-3.60,,,,,,,,,,,
3013023,3,,,,,,,-0.22,-0.21,0.95,1.83,-9.77,-3.60,,,,,,,,,,,
3013036,13,,,,,,,-0.20,-0.21,0.95,1.65,-9.77,-3.42,,,,,,,,,,,
3013056,20,,,,,,,-0.18,-0.23,1.03,0.92,-10.31,-4.21,,,,,,,,,,,
3013061,5,,,,,,,-0.15,-0.24,1.09,0.98,-10.38,-4.70,,,,,,,,,,,
3013063,2,,,,,,,-0.15,-0.24,1.09,0.98,-10.38,-4.70,,,,,,,,,,,
3013065,2,,,,,,,-0.15,-0.24,1.09,0.98,-10.38,-4.70,,,,,,,,,,,
3013068,3,,,,,,,-0.15,-0.24,1.10,1.22,-9.83,-5.13,,,,,,,,,,,
3013070,2,,,,,,,-0.15,-0.24,1.10,1.22,-9.83,-5.13,,,,,,,,,,,
3013073,3,,,,,,,-0.15,-0.24,1.10,1.22,-9.83,-5.13,,,,,,,,,,,
3013075,2,,,,,,,-0.15,-0.24,1.10,1.22,-9.83,-5.13,,,,,,,,,,,
3013083,8,,,,,,,-0.17,-0.20,0.96,2.38,-8.97,-5.80,,,,,,,,,,,
3013086,3,,,,,,,-0.17,-0.20,0.96,2.62,-9.09,-6.47,,,,,,,,,,,
3013088,2,,,,,,,-0.18,-0.17,0.89,2.62,-9.09,-6.47,,,,,,,,,,,
3013090,2,,,,,,,-0.18,-0.17,0.89,2.62,-9.09,-6.47,,,,,,,,,,,
3013093,3,,,,,,,-0.18,-0.17,0.89,2.62,-9.09,-6.47,,,,,,,,,,,
3013095,2,,,,,,,-0.18,-0.17,0.89,2.62,-9.09,-6.47,,,,,,,,,,,
3013098,3,,,,,,,-0.20,-0.14,0.87,1.59,-9.46,-6.84,,,,,,,,,,,
3013100,2,,,,,,,-0.20,-0.14,0.87,1.59,-9.46,-6.84,,,,,,,,,,,
3013109,9,,,,,,,-0.27,-0.18,0.94,0.79,-9.89,-7.14,,,,,,,,,,,
3013111,2,,,,,,,-0.27,-0.18,0.94,0.79,-9.89,-7.14,,,,,,,,,,,
3013114,3,,,,,,,-0.27,-0.18,0.94,0.79,-9.89,-7.14,,,,,,,,,,,
3013116,2,,,,,,,-0.27,-0.18,1.06,0.31,-10.19,-7.26,,,,,,,,,,,
3013118,2,,,,,,,-0.36,-0.24,1.08,0.31,-10.19,-7.26,,,,,,,,,,,
3013121,3,,,,,,,-0.36,-0.24,1.08,0.31,-10.19,-7.26,,,,,,,,,,,
3013123,2,,,,,,,-0.36,-0.24,1.08,0.31,-10.19,-7.26,,,,,,,,,,,
3013126,3,,,,,,,-0.36,-0.24,1.08,-0.18,-10.31,-6.04,,,,,,,,,,,
3013128,2,,,,,,,-0.30,-0.33,1.10,-0.18,-10.31,-6.04,,,,,,,,,,,
3013136,8,,,,,,,-0.30,-0.33,1.00,3.36,-10.68,-3.66,,,,,,,,,,,
3013138,2,,,,,,,-0.17,-0.19,1.00,3.36,-10.68,-3.66,,,,,,,,,,,
3013140,2,,,,,,,-0.17,-0.19,1.00,3.36,-10.68,-3.66,,,,,,,,,,,
3013143,3,,,,,,,-0.17,-0.19,1.00,3.36,-10.68,-3.66,,,,,,,,,,,
3013145,2,,,,,,,-0.17,-0.19,1.00,2.44,-10.44,-4.58,,,,,,,,,,,
3013148,3,,,,,,,-0.07,-0.17,0.97,2.44,-10.44,-4.58,,,,,,,,,,,
3013150,2,,,,,,,-0.07,-0.17,0.97,2.44,-10.44,-4.58,,,,,,,,,,,
3013152,3,,,,,,,-0.07,-0.17,0.97,2.44,-10.44,-4.58,,,,,,,,,,,
3013160,7,,,,,,,-0.16,-0.13,0.89,3.60,-9.58,-5.13,,,,,,,,,,,
3013162,2,,,,,,,-0.16,-0.13,0.89,3.60,-9.58,-5.13,,,,,,,,,,,
3013165,3,,,,,,,-0.16,-0.13,0.89,0.92,-9.77,-6.41,,,,,,,,,,,
3013167,2,,,,,,,-0.13,-0.17,1.10,0.92,-9.77,-6.41,,,,,,,,,,,
3013170,3,,,,,,,-0.13,-0.17,1.10,0.92,-9.77,-6.41,,,,,,,,,,,
3013172,2,,,,,,,-0.13,-0.17,1.10,0.92,-9.77,-6.41,,,,,,,,,,,
3013174,2,,,,,,,-0.13,-0.17,1.10,2.20,-9.70,-6.84,,,,,,,,,,,
3013177,3,,,,,,,-0.12,-0.16,1.08,2.20,-9.70,-6.84,,,,,,,,,,,
3013184,7,,,,,,,-0.12,-0.16,1.08,2.20,-9.16,-7.81,,,,,,,,,,,
3013187,3,,,,,,,-0.16,-0.19,0.91,2.20,-9.16,-7.81,,,,,,,,,,,
3013189,2,,,,,,,-0.16,-0.19,0.91,2.20,-9.16,-7.81,,,,,,,,,,,
3013191,2,,,,,,,-0.16,-0.19,0.91,2.20,-9.16,-7.81,,,,,,,,,,,
3013194,3,,,,,,,-0.16,-0.19,0.91,2.62,-8.79,-8.18,,,,,,,,,,,
3013196,2,,,,,,,-0.20,-0.16,0.86,2.62,-8.79,-8.18,,,,,,,,,,,
3013198,2,,,,,,,-0.20,-0.16,0.86,2.62,-8.79,-8.18,,,,,,,,,,,
3013201,3,,,,,,,-0.20,-0.16,0.86,2.62,-8.79,-8.18,,,,,,,,,,,
3013208,7,,,,,,,-0.28,-0.13,0.95,2.08,-9.22,-8.42,,,,,,,,,,,
3013211,3,,,,,,,-0.28,-0.13,0.95,2.08,-9.22,-8.42,,,,,,,,,,,
3013213,2,,,,,,,-0.28,-0.13,0.95,0.98,-9.70,-8.54,,,,,,,,,,,
3013215,2,,,,,,,-0.28,-0.15,0.99,0.98,-9.70,-8.54,,,,,,,,,,,
3013230,15,,,,,,,-0.25,-0.07,0.92,1.40,-9.46,-8.18,,,,,,,,,,,
3013235,5,,,,,,,-0.29,-0.06,0.79,0.85,-9.95,-9.34,,,,,,,,,,,
3013237,2,,,,,,,-0.29,-0.06,0.79,0.85,-9.95,-9.34,,,,,,,,,,,
3013239,3,,,,,,,-0.29,-0.06,0.79,0.85,-9.95,-9.34,,,,,,,,,,,
3013248,8,,,,,,,-0.30,-0.14,0.82,-0.79,-11.47,-10.31,,,,,,,,,,,
3013250,2,,,,,,,-0.30,-0.14,0.82,-0.79,-11.47,-10.31,,,,,,,,,,,
3013253,3,,,,,,,-0.30,-0.14,0.82,-2.26,-11.72,-9.58,,,,,,,,,,,
3013255,2,,,,,,,-0.26,-0.19,1.26,-2.26,-11.72,-9.58,,,,,,,,,,,
3013258,3,,,,,,,-0.26,-0.19,1.26,-2.26,-11.72,-9.58,,,,,,,,,,,
3013260,2,,,,,,,-0.26,-0.19,1.26,-2.26,-11.72,-9.58,,,,,,,,,,,
3013262,2,,,,,,,-0.26,-0.19,1.26,-2.93,-7.93,-7.69,,,,,,,,,,,
3013265,3,,,,,,,-0.26,-0.23,1.55,-2.93,-7.93,-7.69,,,,,,,,,,,
3013272,7,,,,,,,-0.26,-0.23,1.55,4.15,-8.06,-6.41,,,,,,,,,,,
3013275,3,,,,,,,-0.25,-0.09,1.14,4.15,-8.06,-6.41,,,,,,,,,,,
3013277,2,,,,,,,-0.25,-0.09,1.14,4.15,-8.06,-6.41,,,,,,,,,,,
