nombre_lugar,place_id,place_id_2
Teatro La Capilla,{'place_id': 'ChIJ8csWFMH_0YURprN910GiPvY'},ChIJ8csWFMH_0YURprN910GiPvY
San NicolÃ¡s Totolapan Ejido Park,{'place_id': 'ChIJ8Wls0Y_-zYURTqBshe3uSGs'},ChIJ8Wls0Y_-zYURTqBshe3uSGs
Universum Museo de las Ciencias de la UNAM,{'place_id': 'ChIJ8zug4HIAzoURl_h__aNLwIU'},ChIJ8zug4HIAzoURl_h__aNLwIU
Museo NumismÃ¡tico Nacional,{'place_id': 'ChIJ9_mnXTH50YURh7my4joJ0qQ'},ChIJ9_mnXTH50YURh7my4joJ0qQ
MUSEO TRICK EYE,{'place_id': 'ChIJ92PiHjgD0oURkSMM5VucrGE'},ChIJ92PiHjgD0oURkSMM5VucrGE
MODO Museo del Objeto,{'place_id': 'ChIJ9aTQgzr_0YURaua-0bHZiBQ'},ChIJ9aTQgzr_0YURaua-0bHZiBQ
Museo Franz Mayer,{'place_id': 'ChIJ9dC2SSr50YURbY8j7GyISTc'},ChIJ9dC2SSr50YURbY8j7GyISTc
ZÃ©firo,{'place_id': 'ChIJ9fq-YdH-0YURa3zaK7Gz8lc'},ChIJ9fq-YdH-0YURa3zaK7Gz8lc
Teatro de las Artes,{'place_id': 'ChIJ9TqkSzH-0YURlHO3Yye18xU'},ChIJ9TqkSzH-0YURlHO3Yye18xU
El TelÃ³n de Asfalto,{'place_id': 'ChIJ9Ug2kk390YURwqukqf5ZZ5I'},ChIJ9Ug2kk390YURwqukqf5ZZ5I
Foro Shakespeare,{'place_id': 'ChIJ9xa7fUX_0YURdhHhQ-v_ZAU'},ChIJ9xa7fUX_0YURdhHhQ-v_ZAU
"Antiguo Palacio de Iturbide, Palacio de Cultura Citibanamex",{'place_id': 'ChIJA0KYsiz50YURNCVEmA8LKxs'},ChIJA0KYsiz50YURNCVEmA8LKxs
Hostal de Los Quesos,{'place_id': 'ChIJa1lZNZ__0YURjDHz4gNWVQc'},ChIJa1lZNZ__0YURjDHz4gNWVQc
UNAM Museo de las Constituciones,{'place_id': 'ChIJa4YdgjP50YURda1s8q-h8kQ'},ChIJa4YdgjP50YURda1s8q-h8kQ
Museo de Historia Natural,{'place_id': 'ChIJAQAAMLMB0oURD_4FLwX5JUs'},ChIJAQAAMLMB0oURD_4FLwX5JUs
Restaurante El Estanquillo El 32,{'place_id': 'ChIJASya8GX50YURN0r_0oVNXTU'},ChIJASya8GX50YURN0r_0oVNXTU
Skydive MÃ©xico - Paracaidismo Tequesquitengo,{'place_id': 'ChIJAUB80GzUzYURx8aRtasn4Cs'},ChIJAUB80GzUzYURx8aRtasn4Cs
Papalote Museo del NiÃ±o,{'place_id': 'ChIJAW6mReEB0oURfai5Fj_zJO8'},ChIJAW6mReEB0oURfai5Fj_zJO8
Parque Nacional El Chico,{'place_id': 'ChIJAySOzDkJ0YUR_reXMVel030'},ChIJAySOzDkJ0YUR_reXMVel030
Parque Bicentenario,{'place_id': 'ChIJAZuvG3kC0oURZpwgpzgYgp4'},ChIJAZuvG3kC0oURZpwgpzgYgp4
Museo de la Ciudad de MÃ©xico (Torre Latino),{'place_id': 'ChIJb1NCWiv50YUR7bkDySJHeu0'},ChIJb1NCWiv50YUR7bkDySJHeu0
Barbacoa Renatos,{'place_id': 'ChIJBa69bJkC0oURgUnOYp0Jiuw'},ChIJBa69bJkC0oURgUnOYp0Jiuw
Museo de la CharrerÃ­a,{'place_id': 'ChIJB-AzoNH-0YURZryH2uWPzQ8'},ChIJB-AzoNH-0YURZryH2uWPzQ8
Piloncillo y Cascabel,{'place_id': 'ChIJBeL1vQj_0YURMcKqVViw2ok'},ChIJBeL1vQj_0YURMcKqVViw2ok
Los Tacos De Pepe,{'place_id': 'ChIJbS0fR3740YUR9YaIL0WpqpU'},ChIJbS0fR3740YUR9YaIL0WpqpU
Quintonil,{'place_id': 'ChIJbS8EZf8B0oURwwD8B0MpqK0'},ChIJbS8EZf8B0oURwwD8B0MpqK0
"Museo Nacional de la Acuarela ""Alfredo Guati Rojo""",{'place_id': 'ChIJc5iJQeX_0YURi8rtgHnJ3ko'},ChIJc5iJQeX_0YURi8rtgHnJ3ko
Mexicano Masaryk,{'place_id': 'ChIJCacXGY350YURPOvR1VMkAl0'},ChIJCacXGY350YURPOvR1VMkAl0
Los Jarochos de Nextengo,{'place_id': 'ChIJCb0mr30C0oURB9O4eiWffhc'},ChIJCb0mr30C0oURB9O4eiWffhc
Archaeological Zone Tepozteco,{'place_id': 'ChIJCeIxnoIMzoURKWZkX_aZ-o0'},ChIJCeIxnoIMzoURKWZkX_aZ-o0
Museo Soumaya,{'place_id': 'ChIJCT06bhoC0oURszwDTCLicpM'},ChIJCT06bhoC0oURszwDTCLicpM
Museo Soumaya,{'place_id': 'ChIJCT06bhoC0oURszwDTCLicpM'},ChIJCT06bhoC0oURszwDTCLicpM
Prendes,{'place_id': 'ChIJcXkqTmP_0YURgL7SkW2AGaY'},ChIJcXkqTmP_0YURgL7SkW2AGaY
Laboratorio Arte Alameda,{'place_id': 'ChIJd0_AmtX40YURWtzx7Y7wS0Q'},ChIJd0_AmtX40YURWtzx7Y7wS0Q
Cantina Cuchilleros,{'place_id': 'ChIJD08EXM340YURzuNh3vsiCYs'},ChIJD08EXM340YURzuNh3vsiCYs
Los Volcanes,{'place_id': 'ChIJd61G_ZYAzoUR2cSUGkPDxZA'},ChIJd61G_ZYAzoUR2cSUGkPDxZA
Ajusco,{'place_id': 'ChIJDfAUUmr8zYUREuBB4FTCe_8'},ChIJDfAUUmr8zYUREuBB4FTCe_8
Palacio de la AutonomÃ­a de la UNAM,{'place_id': 'ChIJDxH2OTP50YURh7Lp438zrIg'},ChIJDxH2OTP50YURh7Lp438zrIg
El77 Centro Cultural Autogestivo,{'place_id': 'ChIJdxKzFU3_0YURmaeR4nLGhzY'},ChIJdxKzFU3_0YURmaeR4nLGhzY
Casa Luis BarragÃ¡n,{'place_id': 'ChIJDyVqpOEB0oURU3r1WNxPXlo'},ChIJDyVqpOEB0oURU3r1WNxPXlo
DANZITE COFFEE ART CLUB,{'place_id': 'ChIJE5GPQ9z_0YURQPbhxubo9to'},ChIJE5GPQ9z_0YURQPbhxubo9to
"Museo Nacional de Historia, Castillo de Chapultepec",{'place_id': 'ChIJESeEi1D_0YURlnz6pjoW-Jg'},ChIJESeEi1D_0YURlnz6pjoW-Jg
Las Estacas Parque Natural,{'place_id': 'ChIJeWOnMrV-zoURY1qzrHl9gJ0'},ChIJeWOnMrV-zoURY1qzrHl9gJ0
Museo Soumaya Plaza Loreto,{'place_id': 'ChIJewYUqQEA0oURZz2YNZAvENw'},ChIJewYUqQEA0oURZz2YNZAvENw
Coyoacan Market,{'place_id': 'ChIJeYLOZMT_0YURFEhp2ubb43c'},ChIJeYLOZMT_0YURFEhp2ubb43c
Museo Diego Rivera-Anahuacalli,{'place_id': 'ChIJE-z088wBzoURBQC1jpv8UXc'},ChIJE-z088wBzoURBQC1jpv8UXc
Parque Lincoln,{'place_id': 'ChIJF5cFefgB0oURmsC_YnK-shQ'},ChIJF5cFefgB0oURmsC_YnK-shQ
Molinillo,{'place_id': 'ChIJF8Q-YKoDzoURlfezp6Xfjp0'},ChIJF8Q-YKoDzoURlfezp6Xfjp0
Campamento La Isla TzibanzÃ¡,{'place_id': 'ChIJFSqes0OS04URMBSh_d9zmCo'},ChIJFSqes0OS04URMBSh_d9zmCo
La Imperial Samara Santa Fe,{'place_id': 'ChIJfwECS90A0oURxk3EZ4msfs4'},ChIJfwECS90A0oURxk3EZ4msfs4
Teatro ''Benito JuÃ¡rez'',{'place_id': 'ChIJg1XQSjP_0YURvSoF_rBMZQw'},ChIJg1XQSjP_0YURvSoF_rBMZQw
"MIDE, Museo Interactivo de EconomÃ­a",{'place_id': 'ChIJg6EO8iz50YUR_zGPSn9s8Cw'},ChIJg6EO8iz50YUR_zGPSn9s8Cw
Bosque de San Juan de AragÃ³n,{'place_id': 'ChIJg-cGfJX70YURlx_cPSebmLM'},ChIJg-cGfJX70YURlx_cPSebmLM
Museo Casa de LeÃ³n Trotsky,{'place_id': 'ChIJGejuV8b_0YUR8n8674zMxRA'},ChIJGejuV8b_0YUR8n8674zMxRA
INBA Museo Nacional de Arquitectura,{'place_id': 'ChIJgf9T6jr_0YUR-G4EP8imAQ0'},ChIJgf9T6jr_0YUR-G4EP8imAQ0
PARQUE MASAYOSHI OHIRA,{'place_id': 'ChIJGfSjXjL-0YURp14nFKJ3zCM'},ChIJGfSjXjL-0YURp14nFKJ3zCM
Teatro Ofelia,{'place_id': 'ChIJgS5Ynq740YUR9xjrIvLbEow'},ChIJgS5Ynq740YUR9xjrIvLbEow
Carnitas El Amigo Campos,{'place_id': 'ChIJgX7NHyQFzoURHKN3tanlLzY'},ChIJgX7NHyQFzoURHKN3tanlLzY
Limosneros,{'place_id': 'ChIJgxgQ_Sz50YURoJpnpRhMn7o'},ChIJgxgQ_Sz50YURoJpnpRhMn7o
Carnes Asadas Mi Rancho,{'place_id': 'ChIJH6k-DVD50YURL6RiM5nEb_Y'},ChIJH6k-DVD50YURL6RiM5nEb_Y
Embarcadero Cuemanco la isla papu,{'place_id': 'ChIJh9XuegMBzoURZef90WljQxs'},ChIJh9XuegMBzoURZef90WljQxs
Shrine of Our Lady of Remedies,{'place_id': 'ChIJHdqkGS_Gz4UReVyTr5-JaYk'},ChIJHdqkGS_Gz4UReVyTr5-JaYk
Los Arcos Restaurant,{'place_id': 'ChIJHelenvj_zYUR7usHqmqB4tY'},ChIJHelenvj_zYUR7usHqmqB4tY
Museo Nacional de la Estampa,{'place_id': 'ChIJHR9WD-EBzoURC4jBlCSCY6o'},ChIJHR9WD-EBzoURC4jBlCSCY6o
Cuicuilco Pyramid,{'place_id': 'ChIJHSAhfnAAzoURSQyJUPspwX0'},ChIJHSAhfnAAzoURSQyJUPspwX0
Museo de Cera,{'place_id': 'ChIJHUMfYOcc0oURQnCEd9UDaNY'},ChIJHUMfYOcc0oURQnCEd9UDaNY
Catedral de Puebla,{'place_id': 'ChIJhwilCijGz4URxQHHgRUmIVs'},ChIJhwilCijGz4URxQHHgRUmIVs
Monte Cristo,{'place_id': 'ChIJhX6jMpj50YUR3poUnV408b4'},ChIJhX6jMpj50YUR3poUnV408b4
Pozoleria Las Cazuelas,{'place_id': 'ChIJHX88qk7-zYURadLbl5Wksko'},ChIJHX88qk7-zYURadLbl5Wksko
Museo del Metro de la Ciudad de MÃ©xico,{'place_id': 'ChIJhZtL4Yb_0YURtR8RljTZ4n4'},ChIJhZtL4Yb_0YURtR8RljTZ4n4
Museo de la Tortura,{'place_id': 'ChIJi2ZY8yz50YURZ55DVTtl_h8'},ChIJi2ZY8yz50YURZ55DVTtl_h8
UNAM Palacio de la Escuela de Medicina Museo de la Medicina,{'place_id': 'ChIJI4_tR83-0YURwk0tscoXHrI'},ChIJI4_tR83-0YURwk0tscoXHrI
DoÃ±a Juanita,{'place_id': 'ChIJI86k6pv_0YURi0wZNJo8q1M'},ChIJI86k6pv_0YURi0wZNJo8q1M
Lulu,{'place_id': 'ChIJi9tbVooA0oURqLUyL7iOh-s'},ChIJi9tbVooA0oURqLUyL7iOh-s
Museo Memoria y Tolerancia,{'place_id': 'ChIJIRo9WdX-0YUR8SAxEJ2aSHU'},ChIJIRo9WdX-0YUR8SAxEJ2aSHU
EL COMPADRE,{'place_id': 'ChIJJ08y4CQH0oURDHmemy5Srno'},ChIJJ08y4CQH0oURDHmemy5Srno
SALA DE ARTE PÃBLICO SIQUEIROS,{'place_id': 'ChIJj1MJHVX_0YURor06_ZVMflI'},ChIJj1MJHVX_0YURor06_ZVMflI
Presa del Llano,{'place_id': 'ChIJj5QRywUV0oUR3MWDybBFqds'},ChIJj5QRywUV0oUR3MWDybBFqds
Museo Postal,{'place_id': 'ChIJJfEBfSv50YURaNP03IqAoyI'},ChIJJfEBfSv50YURaNP03IqAoyI
Museo Nacional de la CartografÃ­a,{'place_id': 'ChIJjQmjut8B0oUR5nxEUZGk94c'},ChIJjQmjut8B0oUR5nxEUZGk94c
El Remolkito del Sirloin,{'place_id': 'ChIJk0hhrEIAzoURalWFM4X3ssc'},ChIJk0hhrEIAzoURalWFM4X3ssc
Mercaderes,{'place_id': 'ChIJK8O1qTL50YURg1gtyCZBT2A'},ChIJK8O1qTL50YURg1gtyCZBT2A
Escandon Market,{'place_id': 'ChIJkakAt2j_0YUReRVJVRpH5N0'},ChIJkakAt2j_0YUReRVJVRpH5N0
Las Delicias,{'place_id': 'ChIJKeZYsvj40YURpXblgYsay4w'},ChIJKeZYsvj40YURpXblgYsay4w
Museo del Estanquillo,{'place_id': 'ChIJKRwOy9L-0YURRykspU-RWlg'},ChIJKRwOy9L-0YURRykspU-RWlg
Un Teatro,{'place_id': 'ChIJkSAWLUH_0YURK4ulFbhirUk'},ChIJkSAWLUH_0YURK4ulFbhirUk
TEATRO Sergio MagaÃ±a,{'place_id': 'ChIJKVF2xsX40YUR0C6jSDUAPyU'},ChIJKVF2xsX40YUR0C6jSDUAPyU
El Antojito,{'place_id': 'ChIJkzWrrxX5zYURjohBBW22J98'},ChIJkzWrrxX5zYURjohBBW22J98
Huaraches los portales,{'place_id': 'ChIJL4C87Ez-0YURjLD2pDPWOSw'},ChIJL4C87Ez-0YURjLD2pDPWOSw
El RincÃ³n Gourmet,{'place_id': 'ChIJL5oQ-JMC0oURZaf9wq4TjBg'},ChIJL5oQ-JMC0oURZaf9wq4TjBg
Antiguo Colegio de San Ildefonso,{'place_id': 'ChIJL7EfCzP50YURNvzmA7gabIU'},ChIJL7EfCzP50YURNvzmA7gabIU
Museo De San Ildefonso,{'place_id': 'ChIJL7EfCzP50YURNvzmA7gabIU'},ChIJL7EfCzP50YURNvzmA7gabIU
"Juana Cata - Oficinas y Espacios para Cursos, Talleres y Eventos en CDMX",{'place_id': 'ChIJLahTZNL40YUR7EO1a89lTYU'},ChIJLahTZNL40YUR7EO1a89lTYU
Museo IndÃ­gena. Antigua Aduana de Peralvillo,{'place_id': 'ChIJLeheezz50YURsQP4V2EKOyw'},ChIJLeheezz50YURsQP4V2EKOyw
Teatro de los Insurgentes,{'place_id': 'ChIJLf2dT4z_0YURV7t4qnqiwwI'},ChIJLf2dT4z_0YURV7t4qnqiwwI
Sahmich,{'place_id': 'ChIJLUG4-p750YURr_H6VaVUHFg'},ChIJLUG4-p750YURr_H6VaVUHFg
La Guerrerense,{'place_id': 'ChIJM6YjeUH_0YUReQE4xzR17ZA'},ChIJM6YjeUH_0YUReQE4xzR17ZA
Costa Guadiana,{'place_id': 'ChIJMctPPxkB0oURd5rSwaBHMvU'},ChIJMctPPxkB0oURd5rSwaBHMvU
San Pedro de los Pinos Market,{'place_id': 'ChIJmczdmnv_0YURugxxhJ5Td90'},ChIJmczdmnv_0YURugxxhJ5Td90
Teatro El Milagro,{'place_id': 'ChIJMRaGYS3_0YURikDm0eJD4L0'},ChIJMRaGYS3_0YURikDm0eJD4L0
El BalcÃ³n del ZÃ³calo,{'place_id': 'ChIJmRyjRi350YUR5JZ-zfmpy6M'},ChIJmRyjRi350YUR5JZ-zfmpy6M
Museo Nacional de las Intervenciones,{'place_id': 'ChIJMUgTY8z_0YURQVR0mAgAZYo'},ChIJMUgTY8z_0YURQVR0mAgAZYo
GalerÃ­a de Historia Museo del Caracol,{'place_id': 'ChIJmVP0CVr_0YURmK4FtqQ4H58'},ChIJmVP0CVr_0YURmK4FtqQ4H58
Mi Pueblo Nuevo,{'place_id': 'ChIJMXv44Hn40YURLiHHccBCX1A'},ChIJMXv44Hn40YURLiHHccBCX1A
EL Callejon De Los Abuelos,{'place_id': 'ChIJmZ2mGlACzoURlX59N2X8mXQ'},ChIJmZ2mGlACzoURlX59N2X8mXQ
Museo de Arte Popular,{'place_id': 'ChIJnb61RNX40YURjLOqxoI9oh0'},ChIJnb61RNX40YURjLOqxoI9oh0
Museo de Arte Popular,{'place_id': 'ChIJnb61RNX40YURjLOqxoI9oh0'},ChIJnb61RNX40YURjLOqxoI9oh0
Toro Latin Kitchen,{'place_id': 'ChIJncEmrMMA0oURKh9kJqISKCY'},ChIJncEmrMMA0oURKh9kJqISKCY
Museo Casa de la Bola,{'place_id': 'ChIJnfKdSGD_0YURkmQcI8nM2sY'},ChIJnfKdSGD_0YURkmQcI8nM2sY
Xochitla,{'place_id': 'ChIJnXfLGgUg0oURwjnBEm3oheE'},ChIJnXfLGgUg0oURwjnBEm3oheE
Comedor Comunitario ''FLORES'' N.636,{'place_id': 'ChIJnznjaPoCzoURUt3xWtMpatQ'},ChIJnznjaPoCzoURUt3xWtMpatQ
Templo Expiatorio Nacional de San Felipe de JesÃºs,{'place_id': 'ChIJO58uWSv50YURhYRYIwjiVX0'},ChIJO58uWSv50YURhYRYIwjiVX0
Pulques Artesanales Milpa Alta,{'place_id': 'ChIJObz6-D0FzoUR3DltyAAnV4w'},ChIJObz6-D0FzoUR3DltyAAnV4w
Gorditas michoacanas cano,{'place_id': 'ChIJoRh42vX40YUREHC4v1YNW3w'},ChIJoRh42vX40YUREHC4v1YNW3w
Cochinita Pibil Kooben,{'place_id': 'ChIJOUt-Z_n40YURzpik35UGuS8'},ChIJOUt-Z_n40YURzpik35UGuS8
Lepanto,{'place_id': 'ChIJoWYxEDf_0YURKQ4yzO0cDPI'},ChIJoWYxEDf_0YURKQ4yzO0cDPI
Museo Dolores Olmedo,{'place_id': 'ChIJoXG9Uz4BzoURUh6XkUqgPmw'},ChIJoXG9Uz4BzoURUh6XkUqgPmw
Azaleas,{'place_id': 'ChIJOYJu9gwDzoURlnjlejs62gg'},ChIJOYJu9gwDzoURlnjlejs62gg
Museo Frida Kahlo,{'place_id': 'ChIJOz-6AMT_0YURofTM9_ekAWI'},ChIJOz-6AMT_0YURofTM9_ekAWI
Bosque de Chapultepec,{'place_id': 'ChIJP1dJRVf_0YURr8MZosHl4kI'},ChIJP1dJRVf_0YURr8MZosHl4kI
Mumedi La embajada del diseÃ±o,{'place_id': 'ChIJP7h8VS350YUR2YwWHaUnQ6s'},ChIJP7h8VS350YUR2YwWHaUnQ6s
Tacos Richard,{'place_id': 'ChIJPTKIjkL_0YURxVHr3fClJVs'},ChIJPTKIjkL_0YURxVHr3fClJVs
Porfirio's Masaryk | Restaurante de comida mexicana,{'place_id': 'ChIJPVNOCAAC0oURSYtY8JP39VE'},ChIJPVNOCAAC0oURSYtY8JP39VE
Porfirio's Coapa | Restaurante de comida mexicana,{'place_id': 'ChIJPVNOCAAC0oURSYtY8JP39VE'},ChIJPVNOCAAC0oURSYtY8JP39VE
El Olmo Azul,{'place_id': 'ChIJPZR8esX_0YURLn19i9XLfn4'},ChIJPZR8esX_0YURLn19i9XLfn4
