timestamp,sequence,battery,flags,Photodiode-ch1
687696456193,18939,-2,0,106451.6129032258
687696456193,18939,-2,0,12903.2258064516
687696456193,18939,-2,0,3225.8064516129
687696456193,18939,-2,0,3225.8064516129
687696456193,18939,-2,0,3225.8064516129
687696456193,18939,-2,0,3225.8064516129
687696456193,18939,-2,0,3225.8064516129
687696456193,18939,-2,0,3225.8064516129
687696477431,18940,-2,0,109677.4193548387
687696477431,18940,-2,0,12903.2258064516
687696477431,18940,-2,0,3225.8064516129
687696477431,18940,-2,0,3225.8064516129
687696477431,18940,-2,0,3225.8064516129
687696477431,18940,-2,0,3225.8064516129
687696477431,18940,-2,0,3225.8064516129
687696477431,18940,-2,0,3225.8064516129
687696523678,18941,-2,0,109677.4193548387
687696523678,18941,-2,0,12903.2258064516
687696523678,18941,-2,0,3225.8064516129
687696523678,18941,-2,0,3225.8064516129
687696523678,18941,-2,0,3225.8064516129
687696523678,18941,-2,0,3225.8064516129
687696523678,18941,-2,0,3225.8064516129
687696523678,18941,-2,0,3225.8064516129
687696558756,18942,-2,0,109677.4193548387
687696558756,18942,-2,0,12903.2258064516
687696558756,18942,-2,0,3225.8064516129
687696558756,18942,-2,0,3225.8064516129
687696558756,18942,-2,0,3225.8064516129
687696558756,18942,-2,0,3225.8064516129
687696558756,18942,-2,0,3225.8064516129
687696558756,18942,-2,0,3225.8064516129
687696567523,18943,-2,0,109677.4193548387
687696567523,18943,-2,0,12903.2258064516
687696567523,18943,-2,0,3225.8064516129
687696567523,18943,-2,0,6451.6129032258
687696567523,18943,-2,0,3225.8064516129
687696567523,18943,-2,0,3225.8064516129
687696567523,18943,-2,0,3225.8064516129
687696567523,18943,-2,0,3225.8064516129
687696599899,18944,-2,0,109677.4193548387
687696599899,18944,-2,0,12903.2258064516
687696599899,18944,-2,0,3225.8064516129
687696599899,18944,-2,0,6451.6129032258
687696599899,18944,-2,0,3225.8064516129
687696599899,18944,-2,0,3225.8064516129
687696599899,18944,-2,0,3225.8064516129
687696599899,18944,-2,0,3225.8064516129
687696643987,18945,-2,0,109677.4193548387
687696643987,18945,-2,0,12903.2258064516
687696643987,18945,-2,0,3225.8064516129
687696643987,18945,-2,0,6451.6129032258
687696643987,18945,-2,0,3225.8064516129
687696643987,18945,-2,0,3225.8064516129
687696643987,18945,-2,0,3225.8064516129
687696643987,18945,-2,0,3225.8064516129
687696670698,18946,-2,0,109677.4193548387
