timestamp,sequence,battery,flags,Photodiode-ch1
73309212210,24495,-2,0,112903.2258064516
73309212210,24495,-2,0,12903.2258064516
73309212210,24495,-2,0,3225.8064516129
73309212210,24495,-2,0,3225.8064516129
73309212210,24495,-2,0,6451.6129032258
73309212210,24495,-2,0,3225.8064516129
73309212210,24495,-2,0,3225.8064516129
73309212210,24495,-2,0,3225.8064516129
73309238466,24496,-2,0,109677.4193548387
73309238466,24496,-2,0,12903.2258064516
73309238466,24496,-2,0,3225.8064516129
73309238466,24496,-2,0,3225.8064516129
73309238466,24496,-2,0,9677.4193548387
73309238466,24496,-2,0,3225.8064516129
73309238466,24496,-2,0,3225.8064516129
73309238466,24496,-2,0,3225.8064516129
73309272323,24497,-2,0,109677.4193548387
73309272323,24497,-2,0,12903.2258064516
73309272323,24497,-2,0,3225.8064516129
73309272323,24497,-2,0,3225.8064516129
73309272323,24497,-2,0,9677.4193548387
73309272323,24497,-2,0,3225.8064516129
73309272323,24497,-2,0,3225.8064516129
73309272323,24497,-2,0,3225.8064516129
73309305985,24498,-2,0,109677.4193548387
73309305985,24498,-2,0,12903.2258064516
73309305985,24498,-2,0,3225.8064516129
73309305985,24498,-2,0,3225.8064516129
73309305985,24498,-2,0,9677.4193548387
73309305985,24498,-2,0,3225.8064516129
73309305985,24498,-2,0,3225.8064516129
73309305985,24498,-2,0,3225.8064516129
73309338652,24499,-2,0,109677.4193548387
73309338652,24499,-2,0,12903.2258064516
73309338652,24499,-2,0,3225.8064516129
73309338652,24499,-2,0,3225.8064516129
73309338652,24499,-2,0,9677.4193548387
73309338652,24499,-2,0,6451.6129032258
73309338652,24499,-2,0,3225.8064516129
73309338652,24499,-2,0,3225.8064516129
73309367166,24500,-2,0,109677.4193548387
73309367166,24500,-2,0,12903.2258064516
73309367166,24500,-2,0,3225.8064516129
73309367166,24500,-2,0,3225.8064516129
73309367166,24500,-2,0,9677.4193548387
73309367166,24500,-2,0,3225.8064516129
73309367166,24500,-2,0,3225.8064516129
73309367166,24500,-2,0,3225.8064516129
73309402235,24501,-2,0,109677.4193548387
73309402235,24501,-2,0,12903.2258064516
73309402235,24501,-2,0,3225.8064516129
73309402235,24501,-2,0,3225.8064516129
73309402235,24501,-2,0,9677.4193548387
73309402235,24501,-2,0,6451.6129032258
73309402235,24501,-2,0,3225.8064516129
73309402235,24501,-2,0,3225.8064516129
73309430940,24502,-2,0,109677.4193548387
73309430940,24502,-2,0,12903.2258064516
73309430940,24502,-2,0,3225.8064516129
73309430940,24502,-2,0,3225.8064516129
73309430940,24502,-2,0,9677.4193548387
73309430940,24502,-2,0,6451.6129032258
73309430940,24502,-2,0,3225.8064516129
73309430940,24502,-2,0,3225.8064516129
73309452770,24503,-2,0,109677.4193548387
73309452770,24503,-2,0,12903.2258064516
73309452770,24503,-2,0,3225.8064516129
73309452770,24503,-2,0,3225.8064516129
73309452770,24503,-2,0,9677.4193548387
73309452770,24503,-2,0,6451.6129032258
73309452770,24503,-2,0,3225.8064516129
73309452770,24503,-2,0,3225.8064516129
73309512490,24504,-2,0,109677.4193548387
73309512490,24504,-2,0,12903.2258064516
73309512490,24504,-2,0,3225.8064516129
73309512490,24504,-2,0,3225.8064516129
73309512490,24504,-2,0,9677.4193548387
73309512490,24504,-2,0,6451.6129032258
73309512490,24504,-2,0,3225.8064516129
73309512490,24504,-2,0,3225.8064516129
73309557258,24505,-2,0,109677.4193548387
73309557258,24505,-2,0,12903.2258064516
73309557258,24505,-2,0,3225.8064516129
73309557258,24505,-2,0,3225.8064516129
73309557258,24505,-2,0,9677.4193548387
73309557258,24505,-2,0,6451.6129032258
73309557258,24505,-2,0,3225.8064516129
73309557258,24505,-2,0,3225.8064516129
73309567102,24506,-2,0,109677.4193548387
73309567102,24506,-2,0,12903.2258064516
73309567102,24506,-2,0,3225.8064516129
73309567102,24506,-2,0,3225.8064516129
73309567102,24506,-2,0,9677.4193548387
73309567102,24506,-2,0,3225.8064516129
73309567102,24506,-2,0,3225.8064516129
73309567102,24506,-2,0,3225.8064516129
73309588318,24507,-2,0,109677.4193548387
73309588318,24507,-2,0,12903.2258064516
73309588318,24507,-2,0,3225.8064516129
73309588318,24507,-2,0,3225.8064516129
73309588318,24507,-2,0,9677.4193548387
73309588318,24507,-2,0,3225.8064516129
73309588318,24507,-2,0,3225.8064516129
73309588318,24507,-2,0,3225.8064516129
73309617189,24508,-2,0,109677.4193548387
73309617189,24508,-2,0,12903.2258064516
73309617189,24508,-2,0,3225.8064516129
73309617189,24508,-2,0,3225.8064516129
73309617189,24508,-2,0,6451.6129032258
73309617189,24508,-2,0,3225.8064516129
73309617189,24508,-2,0,3225.8064516129
73309617189,24508,-2,0,3225.8064516129
73309647066,24509,-2,0,109677.4193548387
73309647066,24509,-2,0,12903.2258064516
73309647066,24509,-2,0,3225.8064516129
73309647066,24509,-2,0,3225.8064516129
73309647066,24509,-2,0,9677.4193548387
73309647066,24509,-2,0,6451.6129032258
73309647066,24509,-2,0,3225.8064516129
73309647066,24509,-2,0,3225.8064516129
73309675867,24510,-2,0,109677.4193548387
73309675867,24510,-2,0,12903.2258064516
73309675867,24510,-2,0,3225.8064516129
73309675867,24510,-2,0,3225.8064516129
73309675867,24510,-2,0,9677.4193548387
73309675867,24510,-2,0,6451.6129032258
73309675867,24510,-2,0,3225.8064516129
73309675867,24510,-2,0,3225.8064516129
73309708339,24511,-2,0,109677.4193548387
73309708339,24511,-2,0,12903.2258064516
73309708339,24511,-2,0,3225.8064516129
73309708339,24511,-2,0,3225.8064516129
73309708339,24511,-2,0,9677.4193548387
73309708339,24511,-2,0,6451.6129032258
73309708339,24511,-2,0,3225.8064516129
73309708339,24511,-2,0,3225.8064516129
73309739576,24512,-2,0,109677.4193548387
73309739576,24512,-2,0,12903.2258064516
73309739576,24512,-2,0,3225.8064516129
73309739576,24512,-2,0,3225.8064516129
73309739576,24512,-2,0,9677.4193548387
73309739576,24512,-2,0,6451.6129032258
73309739576,24512,-2,0,3225.8064516129
73309739576,24512,-2,0,3225.8064516129
73309769586,24513,-2,0,109677.4193548387
73309769586,24513,-2,0,12903.2258064516
73309769586,24513,-2,0,3225.8064516129
73309769586,24513,-2,0,3225.8064516129
73309769586,24513,-2,0,9677.4193548387
73309769586,24513,-2,0,6451.6129032258
73309769586,24513,-2,0,3225.8064516129
73309769586,24513,-2,0,3225.8064516129
73309802105,24514,-2,0,109677.4193548387
73309802105,24514,-2,0,12903.2258064516
73309802105,24514,-2,0,3225.8064516129
73309802105,24514,-2,0,3225.8064516129
73309802105,24514,-2,0,9677.4193548387
73309802105,24514,-2,0,6451.6129032258
73309802105,24514,-2,0,3225.8064516129
73309802105,24514,-2,0,3225.8064516129
73309852373,24515,-2,0,109677.4193548387
73309852373,24515,-2,0,12903.2258064516
73309852373,24515,-2,0,3225.8064516129
73309852373,24515,-2,0,3225.8064516129
73309852373,24515,-2,0,9677.4193548387
73309852373,24515,-2,0,6451.6129032258
73309852373,24515,-2,0,3225.8064516129
73309852373,24515,-2,0,3225.8064516129
73309868601,24516,-2,0,109677.4193548387
73309868601,24516,-2,0,12903.2258064516
73309868601,24516,-2,0,3225.8064516129
73309868601,24516,-2,0,3225.8064516129
73309868601,24516,-2,0,6451.6129032258
73309868601,24516,-2,0,3225.8064516129
73309868601,24516,-2,0,3225.8064516129
73309868601,24516,-2,0,3225.8064516129
73309924973,24517,-2,0,109677.4193548387
73309924973,24517,-2,0,12903.2258064516
73309924973,24517,-2,0,3225.8064516129
73309924973,24517,-2,0,3225.8064516129
73309924973,24517,-2,0,6451.6129032258
73309924973,24517,-2,0,3225.8064516129
73309924973,24517,-2,0,3225.8064516129
73309924973,24517,-2,0,3225.8064516129
73309935898,24518,-2,0,109677.4193548387
73309935898,24518,-2,0,9677.4193548387
73309935898,24518,-2,0,3225.8064516129
73309935898,24518,-2,0,3225.8064516129
73309935898,24518,-2,0,9677.4193548387
73309935898,24518,-2,0,3225.8064516129
73309935898,24518,-2,0,3225.8064516129
73309935898,24518,-2,0,3225.8064516129
73309959837,24519,-2,0,109677.4193548387
73309959837,24519,-2,0,12903.2258064516
73309959837,24519,-2,0,3225.8064516129
73309959837,24519,-2,0,3225.8064516129
73309959837,24519,-2,0,9677.4193548387
73309959837,24519,-2,0,3225.8064516129
73309959837,24519,-2,0,3225.8064516129
73309959837,24519,-2,0,3225.8064516129
73309990994,24520,-2,0,109677.4193548387
73309990994,24520,-2,0,12903.2258064516
73309990994,24520,-2,0,3225.8064516129
73309990994,24520,-2,0,3225.8064516129
