timestamp,sequence,battery,flags,IMU-ch1,IMU-ch2,IMU-ch3,IMU-ch4,IMU-ch5,IMU-ch6,IMU-ch7,IMU-ch8,IMU-ch9
73309212210,24495,-2,0,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
73309238466,24496,-2,0,-0.0033333333,-0.0811111111,0.0877777778,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
73309272323,24497,-2,0,0.0077777778,-0.1055555556,0.0855555556,0.0000000000,0.0000000000,0.0000000000,-4.0500000000,-3.7800000000,-7.3800000000
73309305985,24498,-2,0,0.0233333333,-0.0588888889,0.0544444444,0.0000000000,0.0000000000,0.0000000000,-4.0500000000,-3.7600000000,-7.3400000000
73309338652,24499,-2,0,0.0300000000,-0.0155555556,0.0300000000,1.6250000000,32.0000000000,23.1250000000,-4.0800000000,-3.7700000000,-7.4300000000
73309367166,24500,-2,0,0.0277777778,-0.0022222222,0.0411111111,1.6250000000,32.0000000000,23.1250000000,-4.0700000000,-3.6200000000,-7.3400000000
73309402235,24501,-2,0,0.0222222222,0.0011111111,-0.0177777778,1.6250000000,32.0000000000,23.1250000000,-4.0500000000,-3.7500000000,-7.5200000000
73309430940,24502,-2,0,0.0311111111,0.0011111111,-0.0300000000,0.3750000000,32.7500000000,25.3750000000,-4.0800000000,-3.6800000000,-7.5400000000
73309452770,24503,-2,0,0.0144444444,-0.0033333333,-0.0311111111,0.3750000000,32.7500000000,25.3750000000,-4.0200000000,-3.8200000000,-7.4800000000
73309512490,24504,-2,0,0.0011111111,-0.0166666667,-0.0122222222,0.3750000000,32.7500000000,25.3750000000,-4.0100000000,-3.6400000000,-7.4400000000
73309557258,24505,-2,0,0.0000000000,-0.0011111111,-0.0633333333,1.6250000000,32.3750000000,25.0000000000,-3.9200000000,-3.7600000000,-7.1500000000
73309567102,24506,-2,0,0.0166666667,0.0355555556,-0.0333333333,1.6250000000,32.3750000000,25.0000000000,-4.2100000000,-3.8000000000,-7.3400000000
