,Usuario_Id,recency,Avg_dias,distancia,total_min,num_reincidencia,mes,recency_t,Avg_dias_t,distancia_t,total_min_t,num_reincidencia_t,mes_t,Cluster
1604,113614,6,4.14,1.8917173729880103,9.6,65,0.9,1.8171205928321397,1.3286178051109863,1.8917173729880103,2.125317138365222,4.020725758589058,0.9,0
1605,113617,46,2.31,1.2472235123423852,12.08421052631579,95,0.9,3.583047871015946,1.1822855890565487,1.2472235123423852,2.29477139476366,4.562902635386966,0.9,0
1606,113636,0,0.51,1.320084491806953,6.520710059171598,169,0.5,0.0,0.8740052376126372,1.320084491806953,1.8682355418591332,5.528774813678871,0.5,5
1607,113713,0,0.28,1.9398232172213021,10.177985948477751,427,1.0,0.0,0.775231848384189,1.9398232172213021,2.1671415674565653,7.530248212451817,1.0,6
1608,113721,5,4.65,1.0521727305766504,10.224137931034482,58,1.0,1.7099759466766968,1.3598487004904058,1.0521727305766504,2.1704122565464243,3.8708766406277966,1.0,0
1609,113724,0,4.4,1.679350801854321,11.920634920634921,63,0.8,0.0,1.3449016775452187,1.679350801854321,2.284370076038484,3.9790572078963917,0.8,0
1610,113732,0,0.31,2.0599553033658697,16.23728813559322,59,0.2,0.0,0.7911746047651192,2.0599553033658697,2.5322378682816793,3.8929964158732604,0.2,5
1611,113776,289,0.5,1.5203788502120534,11.2,5,0.1,6.611489018457944,0.8705505632961241,1.5203788502120534,2.2373778841627936,1.7099759466766968,0.1,2
1612,114023,116,0.14,1.4931077423746573,8.917808219178083,365,0.7,4.876998961073313,0.6748785222959512,1.4931077423746573,2.0737323825266127,7.146569498815023,0.7,6
1613,114034,0,0.55,1.0543708167885126,7.333333333333333,330,1.0,0.0,0.887304201366326,1.0543708167885126,1.9428255610838185,6.910423230011183,1.0,6
1614,114061,160,15.67,1.2496756436895515,9.0,7,0.2,5.428835233189813,1.7338590886008258,1.2496756436895515,2.080083823051904,1.912931182772389,0.2,2
1615,114136,0,0.69,1.2472536894190425,10.0,62,0.3,0.0,0.9284741526943301,1.2472536894190425,2.154434690031884,3.9578916096804053,0.3,5
1616,114221,0,4.59,1.7508925789201888,12.31578947368421,57,0.9,0.0,1.3563211595680134,1.7508925789201888,2.3093375581972446,3.8485011312768047,0.9,0
1617,114232,42,4.42,1.5389231007719424,10.622641509433961,53,0.8,3.4760266448864496,1.34612209849936,1.5389231007719424,2.198252159236992,3.756285754221072,0.8,0
1618,114301,84,2.66,0.6755388969190893,6.824324324324325,74,0.6,4.379519139887889,1.21611971016603,0.6755388969190893,1.8967927724242972,4.198336453808407,0.6,2
1619,114307,4,5.57,1.6072687444494564,11.038461538461538,52,0.8,1.5874010519681994,1.409843930658942,1.6072687444494564,2.2265691267727417,3.7325111568172478,0.8,0
1620,114315,7,3.27,1.314650906214959,9.25301204819277,83,0.8,1.912931182772389,1.2673878825410154,1.314650906214959,2.0993960506770915,4.362070671454838,0.8,0
1621,114337,11,11.46,0.7317889996035726,4.76,25,0.8,2.2239800905693152,1.6286843509717261,0.7317889996035726,1.6821665170420563,2.924017738212866,0.8,0
1622,114345,4,6.62,1.6675381460245982,9.534883720930232,43,0.3,1.5874010519681994,1.4593907790151315,1.6675381460245982,2.120500928925706,3.503398060386724,0.3,5
1623,114645,33,3.53,1.1295591574931436,16.892307692307693,65,0.9,3.207534329995826,1.2869300477562156,1.1295591574931436,2.5658405311290955,4.020725758589058,0.9,0
1624,114650,0,1.75,1.3979317073942032,9.44055944055944,143,0.9,0.0,1.1184269147201447,1.3979317073942032,2.113485359201065,5.229321531755983,0.9,0
1625,114675,217,3.62,1.9102330685863762,10.357142857142858,14,0.2,6.009245006917366,1.2934263793394336,1.9102330685863762,2.1797833059828613,2.4101422641752297,0.2,1
1626,114730,122,4.73,3.8782948973212217,18.14814814814815,27,0.6,4.9596756638423,1.364495878308167,3.8782948973212217,2.6279117210350806,3.0,0.6,1
1627,115054,0,4.59,0.906252541474612,8.564516129032258,62,0.8,0.0,1.3563211595680134,0.906252541474612,2.045977926240101,3.9578916096804053,0.8,0
1628,115172,37,0.0,1.7398040554148193,13.0,1,0.1,3.332221851645953,0.0,1.7398040554148193,2.3513346877207573,1.0,0.1,3
1629,115211,14,1.51,1.3883323863579373,8.232394366197184,142,1.0,2.4101422641752297,1.0859138930116492,1.3883323863579373,2.0191816413666537,5.217103446276167,1.0,0
1630,115236,0,3.01,0.6297398740498655,9.012345679012345,81,0.8,0.0,1.2465603218016819,0.6297398740498655,2.0810345013483618,4.3267487109222245,0.8,0
1631,115247,3,1.93,1.3482300405556285,10.153846153846153,104,0.8,1.4422495703074083,1.140542470548472,1.3482300405556285,2.1654268940314156,4.7026693754415145,0.8,0
1632,115255,15,4.25,1.589931303199625,11.2,5,0.2,2.46621207433047,1.3356042305195701,1.589931303199625,2.2373778841627936,1.7099759466766968,0.2,1
1633,115302,0,0.26,1.8723722697438334,13.873720136518772,586,1.0,0.0,0.7638264085340232,1.8723722697438334,2.4028738800139613,8.368209391204644,1.0,6
1634,115305,172,20.5,0.8506813719131743,8.0,3,0.3,5.561297766521235,1.8295773378044138,0.8506813719131743,2.0,1.4422495703074083,0.3,2
1635,115316,4,13.1,1.0978304359481441,12.666666666666666,21,1.0,1.5874010519681994,1.672839439918534,1.0978304359481441,2.3310635523936227,2.7589241763811203,1.0,0
1636,115343,91,6.12,1.7109071310492243,8.545454545454545,33,0.5,4.497941445275415,1.4366477083334102,1.7109071310492243,2.044458924365821,3.207534329995826,0.5,2
1637,115346,240,0.0,0.29469366650032053,1.6666666666666667,3,0.1,6.214465011907717,0.0,0.29469366650032053,1.1856311014966876,1.4422495703074083,0.1,7
1638,115354,122,0.98,0.80319263423328,5.448,125,0.7,4.9596756638423,0.9959676105409553,0.80319263423328,1.7595935700637901,5.0,0.7,0
1639,115357,69,22.75,1.2509815977146184,11.333333333333334,9,0.4,4.101565929702347,1.8680834814268286,1.2509815977146184,2.246221366935111,2.080083823051904,0.4,2
1640,115437,132,26.83,2.087908311661506,18.0,7,0.4,5.091643369659488,1.9307415132530892,2.087908311661506,2.6207413942088964,1.912931182772389,0.4,1
1641,115445,2,0.74,1.8083095982297595,11.138709677419355,310,1.0,1.2599210498948732,0.9415564091467339,1.8083095982297595,2.2332891783313054,6.767899452107007,1.0,4
1642,115450,228,34.5,1.7161127189299819,13.0,3,0.2,6.109114744289606,2.0303168503852014,1.7161127189299819,2.3513346877207573,1.4422495703074083,0.2,1
1643,115467,1,0.87,1.5454712278206528,13.792,250,1.0,1.0,0.972531888820021,1.5454712278206528,2.398146717409699,6.299605249474365,1.0,4
1644,115500,1,1.38,1.3867006673895985,10.028735632183908,174,1.0,1.0,1.066536731857243,1.3867006673895985,2.15649635128036,5.5827701716584235,1.0,0
1645,115514,29,9.12,2.4011815482592507,15.24,25,0.6,3.072316825685847,1.555961933020646,2.4011815482592507,2.4792956723428925,2.924017738212866,0.6,1
1646,115522,1,3.49,0.9477479191155705,9.144736842105264,76,1.0,1.0,1.2840001822960385,0.9477479191155705,2.091175124358516,4.235823584254893,1.0,0
1647,115566,0,2.68,2.4595410824647623,16.22680412371134,97,1.0,0.0,1.217942986287748,2.4595410824647623,2.531692750001585,4.594700892207039,1.0,4
1648,115613,11,0.48,1.4012033568377997,7.195845697329377,337,1.0,2.2239800905693152,0.8634719767533109,1.4012033568377997,1.9306073148784124,6.958943337186094,1.0,6
1649,115621,3,2.77,0.47726083185013707,3.2580645161290325,93,1.0,1.4422495703074083,1.2260154802183978,0.47726083185013707,1.4824722066899667,4.530654896083492,1.0,0
1650,115665,177,5.4,1.4213764491048961,12.818181818181818,11,0.3,5.61467240800149,1.4011310323534027,1.4213764491048961,2.3403212490368204,2.2239800905693152,0.3,2
1651,115745,1,3.21,1.5839687233163307,10.432098765432098,81,1.0,1.0,1.2627024016146098,1.5839687233163307,2.1850291240897417,4.3267487109222245,1.0,0
1652,116006,0,0.68,0.8546804466686905,11.405063291139241,316,1.0,0.0,0.9257671848808374,0.8546804466686905,2.250950267981484,6.811284607689078,1.0,6
1653,116011,9,1.63,1.1786143419791857,8.513513513513514,148,1.0,2.080083823051904,1.10264959142157,1.1786143419791857,2.041908497956846,5.289572472694207,1.0,0
1654,116066,4,1.02,0.6953596170144702,9.151111111111112,225,1.0,1.5874010519681994,1.0039683787044291,0.6953596170144702,2.091660890728289,6.082201995573399,1.0,6
1655,116077,0,0.12,1.636335296589397,11.439240506329114,790,1.0,0.0,0.6543893899412373,1.636335296589397,2.253196477744651,9.244335465376482,1.0,6
1656,116102,129,11.5,0.2027750379986224,15.8,5,0.2,5.05277434720856,1.629819719346329,0.2027750379986224,2.5092987040930996,1.7099759466766968,0.2,2
1657,116105,0,4.0,1.0216809254463926,6.625,8,0.2,0.0,1.3195079107728942,1.0216809254463926,1.878142877110536,2.0,0.2,5
1658,116170,0,0.2,1.399211740794693,9.235067437379577,519,1.0,0.0,0.7247796636776955,1.399211740794693,2.098038034337373,8.036293432685742,1.0,6
1659,116173,0,0.74,1.6134716674284018,11.062745098039215,255,1.0,0.0,0.9415564091467339,1.6134716674284018,2.228200677309275,6.341325705384997,1.0,6
1660,116223,1,1.87,1.288584699746069,8.335877862595419,131,1.0,1.0,1.133361149323211,1.288584699746069,2.0276069954047693,5.0787530781327,1.0,0
1661,116253,31,10.92,0.8257468600954568,8.24,25,0.7,3.1413806523913927,1.6130377364478306,0.8257468600954568,2.019803268099922,2.924017738212866,0.7,0
1662,116272,14,0.41,1.167411807797376,9.084313725490196,510,1.0,2.4101422641752297,0.8366749594697069,1.167411807797376,2.0865591854898415,7.989569740454012,1.0,6
1663,116275,4,1.2,1.1369028989891266,10.151041666666666,192,1.0,1.5874010519681994,1.0371372893366482,1.1369028989891266,2.1652275124024265,5.768998281229633,1.0,0
1664,116300,63,2.39,1.1136458648485479,6.285714285714286,84,0.7,3.9790572078963917,1.1903634411061086,1.1136458648485479,1.8455176888326792,4.379519139887889,0.7,0
1665,116363,0,7.28,1.1976105718159806,10.466666666666667,30,0.6,0.0,1.4873948582971226,1.1976105718159806,2.187439907646283,3.1072325059538586,0.6,0
1666,116421,21,36.0,1.2443277686998624,8.714285714285714,7,0.5,2.7589241763811203,2.0476725110792193,1.2443277686998624,2.057835231373589,1.912931182772389,0.5,2
1667,116427,31,4.69,1.5657719871395646,14.296296296296296,27,0.5,3.1413806523913927,1.3621802164588455,1.5657719871395646,2.427026473235112,3.0,0.5,1
1668,116435,0,0.3,1.1411899204565303,7.35969387755102,392,1.0,0.0,0.7860030855966228,1.1411899204565303,1.9451506836513672,7.318611420045942,1.0,6
